gap_nm,E_mix_V,i_mix_avg_A_per_m2,phi_RP_Au_V,phi_RP_Pd_V,c_Red1_at_Au_over_bulk,c_Ox2_at_Pd_over_bulk,eta_Au_V,eta_Pd_V,j_Au_A_per_m2,j_Pd_A_per_m2
1.0,0.5867425176112065,0.1098848539808414,-0.123210056248498,-0.11627497897395088,0.00824445311748164,92.58613334544046,0.6099525738597046,-0.13098250341484252,0.2197697079616828,-0.21976970796183581
2.0,0.5797208960537704,0.10897151447748345,-0.11661708392213237,-0.10882470818541003,0.010657812350615945,69.2692261137459,0.5963379799759028,-0.14545439576081953,0.2179430289549669,-0.2179430289549733
3.0,0.576929358660115,0.10876183253779488,-0.11392446164922043,-0.10593425567100978,0.011836085513330359,61.894837887321295,0.5908538203093354,-0.15113638566887522,0.21752366507558976,-0.21752366507559073
5.0,0.5747082034780083,0.1086794675331812,-0.11174221341705827,-0.10367419353895822,0.012885943382318996,56.68005293890625,0.5864504168950666,-0.1556176029830334,0.2173589350663624,-0.21735893506636125
10.0,0.5733646165458715,0.10867138357618472,-0.11040244671151947,-0.10232678638022347,0.013576116182430278,53.78258817846771,0.5837670632573909,-0.15830859707390504,0.21734276715236944,-0.21734276715236944
1000.0,0.5730516745396045,0.1086743843014461,-0.11008808662267713,-0.10201526245653175,0.013743339773908505,53.13405097063215,0.5831397611622816,-0.15893306300386373,0.2173487686028922,-0.21734876860289146
