gap_nm,x_nm,phi_tilde,phi_s_mV,c_Red1_over_c_bulk,c_Ox2_over_c_bulk
1.0,0.0,-4.798214654159931,-123.21005624849799,0.00824445311748164,121.29367293988095
1.0,0.000625,-4.796674796431583,-123.17051530024968,0.00825715818181587,121.10704166988423
1.0,0.00125,-4.795137495963483,-123.13104001812965,0.008269861676996657,120.92100679042643
1.0,0.001875,-4.793602748826843,-123.09163030125325,0.008282563568128136,120.73556596028644
1.0,0.0025,-4.792070551105412,-123.05228604905776,0.008295263820318942,120.5507168500822
1.0,0.0031250000000000006,-4.790540898895436,-123.01300716130139,0.008307962398682202,120.36645714220116
1.0,0.00375,-4.7890137883056045,-122.9737935380618,0.008320659268335712,120.18278453072851
1.0,0.004375,-4.787489215457006,-122.93464507973515,0.008333354394401948,119.99969672137843
1.0,0.005,-4.785967176483069,-122.89556168703437,0.008346047742008283,119.81719143142274
1.0,0.005625000000000001,-4.784447667529534,-122.85654326098857,0.00835873927628692,119.63526638962418
1.0,0.006250000000000001,-4.782930684754396,-122.81758970294158,0.008371428962375029,119.45391933616713
1.0,0.006875000000000001,-4.781416224327856,-122.77870091455061,0.008384116765414885,119.27314802258904
1.0,0.0075,-4.779904282432274,-122.73987679778509,0.00839680265055395,119.09295021171285
1.0,0.008125,-4.778394855262119,-122.70111725492542,0.008409486582944986,118.91332367757958
1.0,0.00875,-4.77688793902392,-122.66242218856166,0.008422168527746177,118.73426620538142
1.0,0.009375000000000001,-4.775383529936223,-122.62379150159245,0.008434848450121183,118.55577559139583
1.0,0.01,-4.7738816242295385,-122.58522509722368,0.008447526315239278,118.37784964291939
1.0,0.010625,-4.772382218146308,-122.54672287896754,0.008460202088275375,118.20048617820328
1.0,0.011250000000000001,-4.770885307940856,-122.50828475064148,0.00847287573441009,118.02368302638907
1.0,0.011875,-4.769390889879338,-122.4699106163666,0.008485547218829928,117.84743802744285
1.0,0.012500000000000002,-4.767898960239698,-122.43160038056682,0.008498216506727326,117.67174903209205
1.0,0.013125000000000001,-4.766409515311615,-122.39335394796734,0.008510883563300842,117.49661390176065
1.0,0.013750000000000002,-4.7649225513964675,-122.35517122359381,0.00852354835375514,117.32203050850757
1.0,0.014375000000000002,-4.76343806480728,-122.31705211277092,0.008536210843301176,117.14799673496277
1.0,0.015,-4.761956051868683,-122.2789965211214,0.008548870997156259,116.97451047426557
1.0,0.015625,-4.760476508916868,-122.24100435456478,0.008561528780544133,116.80156963000296
1.0,0.01625,-4.758999432299554,-122.20307551931668,0.008574184158695005,116.62917211614922
1.0,0.016875000000000005,-4.757524818375932,-122.1652099218873,0.008586837096845693,116.45731585700422
1.0,0.0175,-4.756052663516623,-122.12740746908025,0.008599487560239772,116.28599878713212
1.0,0.018125000000000002,-4.754582964103633,-122.08966806799155,0.008612135514127633,116.11521885130196
1.0,0.018750000000000003,-4.7531157165303055,-122.05199162600843,0.0086247809237666,115.94497400442742
1.0,0.019375,-4.751650917201285,-122.01437805080815,0.008637423754421033,115.77526221150765
1.0,0.02,-4.75018856253247,-121.97682725035702,0.008650063971362403,115.60608144756851
1.0,0.020625000000000004,-4.748728648950974,-121.93933913290938,0.008662701539869372,115.43742969760441
1.0,0.02125,-4.747271172895086,-121.90191360700653,0.008675336425227845,115.26930495652063
1.0,0.021875000000000002,-4.745816130814232,-121.86455058147564,0.008687968592731085,115.10170522907559
1.0,0.022500000000000003,-4.744363519168916,-121.82724996542849,0.008700598007679885,114.93462852982235
1.0,0.023125,-4.742913334430688,-121.79001166826045,0.008713224635382617,114.76807288305243
1.0,0.02375,-4.741465573082099,-121.75283559964929,0.008725848441155362,114.60203632273874
1.0,0.024375000000000004,-4.7400202316166595,-121.71572166955434,0.008738469390321977,114.43651689247997
1.0,0.025000000000000005,-4.7385773065388,-121.67866978821525,0.008751087448214196,114.2715126454446
1.0,0.025625000000000002,-4.737136794363831,-121.64167986615107,0.008763702580171706,114.1070216443159
1.0,0.026250000000000002,-4.735698691617909,-121.60475181415936,0.008776314751542193,113.94304196123753
1.0,0.026875000000000003,-4.734262994837983,-121.56788554331483,0.008788923927681528,113.77957167775769
1.0,0.027500000000000004,-4.7328297005717666,-121.53108096496858,0.008801530073953769,113.61660888477613
1.0,0.028125000000000004,-4.731398805377683,-121.49433799074673,0.008814133155731383,113.45415168248859
1.0,0.028750000000000005,-4.729970305824831,-121.4576565325495,0.008826733138395286,113.29219818033397
1.0,0.029375000000000002,-4.728544198492944,-121.42103650255025,0.00883932998733494,113.13074649694126
1.0,0.03,-4.727120479972354,-121.38447781319444,0.00885192366794843,112.96979476007677
1.0,0.030625000000000003,-4.725699146863946,-121.34798037719854,0.008864514145642583,112.80934110659155
1.0,0.03125,-4.724280195779136,-121.31154410754942,0.008877101385832966,112.64938368237041
1.0,0.03187500000000001,-4.7228636233398165,-121.275168917503,0.008889685353944056,112.48992064227936
1.0,0.0325,-4.721449426178317,-121.23885472058316,0.008902266015409364,112.33095015011364
1.0,0.033125,-4.72003760093737,-121.20260143058093,0.008914843335671508,112.17247037854708
1.0,0.03375000000000001,-4.718628144270065,-121.16640896155334,0.008927417280182325,112.01447950908114
1.0,0.034375,-4.717221052839818,-121.1302772278225,0.008939987814402956,111.85697573199472
1.0,0.035,-4.71581632332033,-121.09420614397467,0.008952554903803926,111.6999572462942
1.0,0.035625000000000004,-4.714413952395545,-121.05819562485915,0.008965118513865276,111.54342225966333
1.0,0.036250000000000004,-4.71301393675963,-121.0222455855877,0.008977678610076534,111.38736898841549
1.0,0.036875000000000005,-4.711616273116924,-120.98635594153335,0.008990235157936885,111.23179565744351
1.0,0.037500000000000006,-4.710220958181895,-120.95052660832911,0.009002788122955342,111.0767005001702
1.0,0.038125000000000006,-4.708827988679113,-120.91475750186751,0.009015337470650746,110.92208175850105
1.0,0.03875,-4.707437361343204,-120.87904853829927,0.009027883166551927,110.76793768277528
1.0,0.03937500000000001,-4.706049072918816,-120.84339963403241,0.009040425176197785,110.6142665317185
1.0,0.04,-4.704663120160583,-120.80781070573141,0.009052963465137377,110.46106657239505
1.0,0.040625,-4.70327949983309,-120.7722816703163,0.009065497998929988,110.30833608016144
1.0,0.04125000000000001,-4.701898208710844,-120.73681244496184,0.009078028743145164,110.15607333862012
1.0,0.041875,-4.700519243578226,-120.70140294709635,0.009090555663362924,110.00427663957167
1.0,0.0425,-4.699142601229462,-120.666053094401,0.009103078725173767,109.85294428296962
1.0,0.043125000000000004,-4.697768278468578,-120.63076280480854,0.00911559789417887,109.70207457687334
