gap_nm,x_nm,phi_tilde,phi_s_mV,c_Red1_over_c_bulk,c_Ox2_over_c_bulk
2.0,0.0,-4.541462101697525,-116.61708392213237,0.010657812350615945,93.82788578954546
2.0,0.00125,-4.538193080327095,-116.5331409691886,0.010692709976416618,93.5216612257844
2.0,0.0025,-4.534931957703275,-116.44940084273016,0.010727637134749808,93.21717237812986
2.0,0.00375,-4.531678708103355,-116.36586288224125,0.010762593646264505,92.91440640305893
2.0,0.005,-4.528433305950127,-116.28252643094231,0.010797579331459823,92.6133505763093
2.0,0.006250000000000001,-4.525195725810814,-116.19939083576256,0.010832594010685937,92.3139922915544
2.0,0.0075,-4.521965942396,-116.11645544731246,0.010867637504145038,92.01631905909531
2.0,0.00875,-4.518743930558586,-116.03371961985695,0.010902709631892136,91.72031850457093
2.0,0.01,-4.515529665292735,-115.9511827112883,0.010937810213836134,91.42597836768257
2.0,0.011250000000000001,-4.512323121732872,-115.86884408310054,0.010972939069740301,91.13328650093992
2.0,0.012500000000000002,-4.5091242751527405,-115.7867031003651,0.011008096019222372,90.842230868426
2.0,0.013750000000000002,-4.505933100964297,-115.7047591317025,0.011043280881756372,90.55279954456392
2.0,0.015,-4.502749574716677,-115.6230115492558,0.01107849347667388,90.26498071290396
2.0,0.01625,-4.499573672095197,-115.54145972866499,0.011113733623164914,89.97876266492925
2.0,0.0175,-4.49640536892037,-115.46010304904159,0.011149001140278891,89.69413379887636
2.0,0.018750000000000003,-4.493244641146922,-115.37894089294359,0.011184295846925523,89.41108261857113
2.0,0.02,-4.49009146486282,-115.29797264635027,0.011219617561875811,89.12959773227865
2.0,0.02125,-4.4869458162883475,-115.2171976986387,0.011254966103762525,88.84966785157185
2.0,0.022500000000000003,-4.483807671775213,-115.13661544256058,0.011290341291080468,88.57128179021608
2.0,0.02375,-4.480677007805541,-115.05622527421662,0.011325742942188083,88.29442846305714
2.0,0.025000000000000005,-4.477553800990898,-114.97602659303126,0.011361170875308855,88.01909688492515
2.0,0.026250000000000002,-4.474438028071368,-114.89601880172913,0.011396624908532172,87.74527616955632
2.0,0.027500000000000004,-4.4713296659146335,-114.81620130631134,0.011432104859814272,87.47295552852778
2.0,0.028750000000000005,-4.468228691515071,-114.73657351603231,0.01146761054697913,87.20212427020608
2.0,0.03,-4.4651350819928375,-114.65713484337627,0.011503141787719471,86.93277179870812
2.0,0.03125,-4.462048814593009,-114.57788470403516,0.01153869839959736,86.66488761287796
2.0,0.0325,-4.458969866684769,-114.49882251688777,0.011574280200044263,86.39846130528063
2.0,0.03375000000000001,-4.4558982157604445,-114.41994770397508,0.011609887006362927,86.13348256119453
2.0,0.035,-4.452833839434618,-114.34125969047733,0.011645518635728547,85.86994115762194
2.0,0.036250000000000004,-4.44977671544326,-114.26275790469181,0.011681174905189735,85.60782696231337
2.0,0.037500000000000006,-4.446726821642876,-114.18444177801094,0.011716855631669446,85.34712993280412
2.0,0.03875,-4.4436841360096615,-114.10631074490054,0.011752560631965885,85.08784011546317
2.0,0.04,-4.440648636638651,-114.02836424287811,0.011788289722753545,84.82994764455255
2.0,0.04125000000000001,-4.437620301742922,-113.95060171249226,0.01182404272058373,84.57344274130227
2.0,0.0425,-4.434599109652833,-113.87302259730309,0.011859819441884767,84.31831571299871
2.0,0.043750000000000004,-4.431585038815136,-113.79562634385961,0.0118956197029637,84.06455695207352
2.0,0.045000000000000005,-4.428578067792132,-113.71841240167785,0.01193144332000767,83.81215693520616
2.0,0.04625,-4.425578175260876,-113.6413802232206,0.011967290109084714,83.56110622244138
2.0,0.0475,-4.422585340012382,-113.56452926387684,0.012003159886144726,83.31139545631665
2.0,0.04875000000000001,-4.4195995409508235,-113.48785898194137,0.012039052467020476,83.06301536099944
2.0,0.05000000000000001,-4.416620757092761,-113.41136883859487,0.01207496766742847,82.81595674143645
2.0,0.051250000000000004,-4.41364896756638,-113.33505829788436,0.012110905302969675,82.57021048251391
2.0,0.052500000000000005,-4.410684151610795,-113.25892682670529,0.012146865189129613,82.32576754823236
2.0,0.053750000000000006,-4.407726288575209,-113.1829738947801,0.012182847141280189,82.0826189808796
2.0,0.05500000000000001,-4.404775357918142,-113.10719897463821,0.01221885097468088,81.84075590021811
2.0,0.05625000000000001,-4.401831339206677,-113.03160154159676,0.012254876504479683,81.60016950268385
2.0,0.05750000000000001,-4.398894212115723,-112.95618107374177,0.012290923545714004,81.36085106059522
2.0,0.058750000000000004,-4.39596395642727,-112.88093705190884,0.012326991913311724,81.1227919213702
2.0,0.06,-4.393040552029664,-112.8058689596646,0.012363081422092068,80.88598350675434
2.0,0.061250000000000006,-4.390123978916905,-112.73097628328874,0.012399191886766274,80.65041731205932
2.0,0.0625,-4.387214217187984,-112.65625851175693,0.012435323121937859,80.41608490541297
2.0,0.06375000000000001,-4.384311247046119,-112.58171513672121,0.012471474942104228,80.18297792700987
2.0,0.065,-4.381415048798015,-112.50734565249101,0.012507647161658003,79.9510880883724
2.0,0.06625,-4.378525602853172,-112.43314955601532,0.012543839594887928,79.72040717162362
2.0,0.06750000000000002,-4.375642889723185,-112.3591263468648,0.012580052055979857,79.49092702876818
2.0,0.06875,-4.372766890021067,-112.28527552721434,0.012616284359017613,79.26263958098251
2.0,0.07,-4.369897584460555,-112.21159660182522,0.012652536317984056,79.03553681791219
2.0,0.07125000000000001,-4.367034953855463,-112.1380890780286,0.012688807746761696,78.80961079698046
2.0,0.07250000000000001,-4.364178979119065,-112.06475246570949,0.01272509845913294,78.58485364270712
2.0,0.07375000000000001,-4.36132964126337,-111.99158627728839,0.012761408268781796,78.36125754602631
2.0,0.07500000000000001,-4.358486921398444,-111.91859002770364,0.012797736989295096,78.13881476361551
2.0,0.07625000000000001,-4.355650800731756,-111.84576323439477,0.012834084434163425,77.91751761723421
2.0,0.0775,-4.352821260567528,-111.7731054172857,0.012870450416782132,77.69735849306973
2.0,0.07875000000000001,-4.349998282306096,-111.7006160987685,0.012906834750452198,77.4783298410917
2.0,0.08,-4.347181847443267,-111.62829480368667,0.012943237248381307,77.26042417441285
2.0,0.08125,-4.3443719375697105,-111.55614105931971,0.012979657723684453,77.04363406865988
2.0,0.08250000000000002,-4.341568534370389,-111.48415439536834,0.013016095989384208,76.82795216135388
2.0,0.08375,-4.338771619623875,-111.41233434393703,0.01305255185841243,76.61337115128912
2.0,0.085,-4.335981175201716,-111.3406804395177,0.013089025143611464,76.39988379792237
2.0,0.08625000000000001,-4.333197183067821,-111.26919221897401,0.013125515657735124,76.18748292077046
2.0,0.08750000000000001,-4.33041962527786,-111.1978692215258,0.013162023213449616,75.97616139881518
2.0,0.08875000000000001,-4.327648483978661,-111.12671098873378,0.013198547623334497,75.76591216991486
2.0,0.09000000000000001,-4.324883741407607,-111.05571706448389,0.013235088699883713,75.55672823022232
2.0,0.09125000000000001,-4.322125379892077,-110.98488699497302,0.01327164625550618,75.34860263361202
2.0,0.0925,-4.3193733818489,-110.91422032869505,0.01330822010252614,75.1415284911152
2.0,0.09375000000000001,-4.316627729783722,-110.84371661642447,0.013344810053184848,74.93549897035379
2.0,0.095,-4.313888406290414,-110.77337541120126,0.013381415919641716,74.73050729498398
2.0,0.09625,-4.311155394050494,-110.703196268316,0.013418037513975366,74.52654674414677
2.0,0.09750000000000002,-4.308428675832569,-110.63317874529562,0.013454674648184445,74.32361065192599
2.0,0.09875,-4.305708234491762,-110.56332240188863,0.013491327134188743,74.12169240681094
2.0,0.10000000000000002,-4.30299405296916,-110.49362680005086,0.013527994783830098,73.92078545116618
2.0,0.10125,-4.300286114291275,-110.42409150393183,0.013564677408873106,73.72088328070868
2.0,0.10250000000000001,-4.297584401569553,-110.35471607986196,0.013601374821005348,73.52197944399306
2.0,0.10375000000000002,-4.29488889799976,-110.28550009633686,0.013638086831839267,73.32406754189418
2.0,0.10500000000000001,-4.292199586861447,-110.2164431240036,0.013674813252913056,73.1271412271006
2.0,0.10625000000000001,-4.28951645151739,-110.14754473564639,0.013711553895691949,72.93119420361184
2.0,0.10750000000000001,-4.286839475413081,-110.07880450617337,0.013748308571568897,72.73622022624448
2.0,0.10875000000000001,-4.284168642076185,-110.01022201260277,0.013785077091865758,72.54221310014117
2.0,0.11000000000000001,-4.281503935116025,-109.94179683404965,0.013821859267834132,72.3491666802869
2.0,0.11125000000000002,-4.2788453382230776,-109.87352855171298,0.013858654910656146,72.15707487103121
2.0,0.11250000000000002,-4.276192835168505,-109.80541674886358,0.013895463831444745,71.96593162561797
2.0,0.11375,-4.273546409803598,-109.73746101082986,0.013932285841245343,71.77573094571353
2.0,0.11500000000000002,-4.270906046059247,-109.6696609249842,0.013969120751037059,71.58646688094242
2.0,0.11625,-4.268271727945448,-109.60201608073027,0.01400596837173361,71.39813352842974
2.0,0.11750000000000001,-4.2656434395508,-109.53452606949013,0.014042828514184317,71.21072503234832
2.0,0.11875000000000001,-4.263021165042007,-109.46719048469146,0.014079700989175119,71.02423558347077
2.0,0.12,-4.260404888663396,-109.40000892175516,0.014116585607429446,70.83865941872715
2.0,0.12125000000000002,-4.2577945947364375,-109.33298097808307,0.01415348217960907,70.65399082076782
2.0,0.12250000000000001,-4.255190267659319,-109.26610625304696,0.014190390516314303,70.47022411753414
2.0,0.12375000000000001,-4.252591891906405,-109.19938434797467,0.014227310428085812,70.28735368182609
2.0,0.125,-4.249999452027758,-109.13281486613792,0.01426424172540563,70.10537393087841
2.0,0.12625,-4.247412932648663,-109.06639741273993,0.014301184218698205,69.92427932594151
2.0,0.12750000000000003,-4.244832318469156,-109.0001315949035,0.014338137718331428,69.74406437186691
2.0,0.12875000000000003,-4.242257594263569,-108.93401702165913,0.014375102034617454,69.56472361669826
2.0,0.13,-4.2396887448800635,-108.86805330393314,0.014412076977813836,69.38625165126544
2.0,0.13125,-4.237125755240189,-108.80224005453643,0.014449062358124173,69.20864310878532
2.0,0.1325,-4.234568610338475,-108.73657688815378,0.014486057985698516,69.03189266446803
2.0,0.13375,-4.232017295241936,-108.67106342133133,0.014523063670634951,68.85599503512194
2.0,0.13500000000000004,-4.22947179508961,-108.60569927246469,0.014560079222980778,68.68094497876484
2.0,0.13625,-4.2269320950921205,-108.54048406178758,0.014597104452733496,68.50673729424038
2.0,0.1375,-4.224398180531226,-108.47541741136044,0.014634139169841838,68.33336682083826
2.0,0.13875,-4.221870036759396,-108.41049894505935,0.014671183184206665,68.16082843791949
2.0,0.14,-4.219347649199379,-108.34572828856508,0.014708236305681901,67.98911706454516
2.0,0.14125000000000001,-4.216831003343775,-108.28110506935217,0.014745298344075444,67.81822765910958
2.0,0.14250000000000002,-4.214320084754666,-108.21662891667916,0.0147823691091494,67.64815521898042
2.0,0.14375000000000002,-4.211814879063144,-108.15229946157673,0.014819448410621728,67.47889478013619
2.0,0.14500000000000002,-4.209315371968871,-108.08811633683639,0.014856536058167495,67.31044141680943
2.0,0.14625000000000002,-4.206821549239682,-108.02407917700013,0.014893631861419657,67.14279024113601
2.0,0.14750000000000002,-4.204333396711151,-107.96018761834938,0.014930735629970271,66.9759364028061
2.0,0.14875,-4.201850900286199,-107.89644129889494,0.014967847173371277,66.80987508872096
2.0,0.15000000000000002,-4.199374045934672,-107.83283985836614,0.015004966301135639,66.64460152265158
2.0,0.15125000000000002,-4.196902819692966,-107.76938293820118,0.015042092822737968,66.48011096490359
2.0,0.15250000000000002,-4.194437207663659,-107.70607018153773,0.015079226547614953,66.31639871198618
2.0,0.15375000000000003,-4.191977196015071,-107.64290123320156,0.015116367285167041,66.15346009627932
2.0,0.155,-4.189522770980862,-107.57987573969628,0.015153514844759478,65.99129048570727
2.0,0.15625,-4.187073918859637,-107.51699334919323,0.015190669035723327,65.82988528341559
2.0,0.15750000000000003,-4.184630626014559,-107.4542537115214,0.015227829667356536,65.66923992745147
2.0,0.15875000000000003,-4.182192878872963,-107.3916564781577,0.015264996548924796,65.50934989044829
2.0,0.16,-4.17976066392598,-107.32920130221711,0.015302169489662551,65.3502106793128
2.0,0.16125,-4.17733396772816,-107.26688783844321,0.01533934829877382,65.19181783491655
2.0,0.1625,-4.174912776897141,-107.20471574319951,0.015376532785432558,65.03416693179241
2.0,0.16375000000000003,-4.172497078113238,-107.14268467445893,0.015413722758784198,64.87725357782924
2.0,0.16500000000000004,-4.1700868581190464,-107.08079429179378,0.015450918027946944,64.72107341397086
2.0,0.16625,-4.167682103719094,-107.01904425636651,0.01548811840201257,64.56562211392038
2.0,0.1675,-4.1652828017794565,-106.95743423092016,0.015525323690047575,64.41089538384598
2.0,0.16875,-4.162888939227408,-106.89596387976917,0.015562533701094037,64.25688896209108
2.0,0.17,-4.160500503051056,-106.83463286879008,0.015599748244170666,64.10359861888676
2.0,0.17125000000000004,-4.158117480298998,-106.77344086541274,0.015636967128273508,63.95102015606852
2.0,0.17250000000000001,-4.1557398580800005,-106.71238753861205,0.01567419016237647,63.79914940679673
2.0,0.17375000000000002,-4.153367623562615,-106.65147255889802,0.01571141715543278,63.647982235276245
2.0,0.17500000000000002,-4.15100076397481,-106.59069559830645,0.015748647916376233,63.49751453647966
2.0,0.17625000000000002,-4.148639266603633,-106.53005633039017,0.015785882254122075,63.34774223587508
2.0,0.17750000000000002,-4.146283118794858,-106.46955443021001,0.01582311997756806,63.19866128915589
2.0,0.17875000000000002,-4.143932307952647,-106.40918957432612,0.015860360895595463,63.050267681973565
2.0,0.18000000000000002,-4.141586821539216,-106.34896144078934,0.015897604817069904,62.9025574296739
2.0,0.18125000000000002,-4.139246647074503,-106.28886970913273,0.015934851550842326,62.75552657703544
2.0,0.18250000000000002,-4.136911772135874,-106.22891406036402,0.015972100905749288,62.60917119801327
2.0,0.18375000000000002,-4.134582184357751,-106.16909417695602,0.016009352690614577,62.463487395480165
2.0,0.185,-4.1322578714312765,-106.10940974283807,0.016046606714250358,62.31847130097227
2.0,0.18625000000000003,-4.129938821103984,-106.04986044338747,0.01608386278545813,62.17411907443826
2.0,0.18750000000000003,-4.127625021179473,-105.99044596542126,0.016121120713029746,62.03042690399058
2.0,0.18875000000000003,-4.125316459517092,-105.93116599718795,0.016158380305748343,61.88739100565977
2.0,0.19,-4.123013124031612,-105.87202022835932,0.016195641372389366,61.745007623150926
2.0,0.19125,-4.1207150026929265,-105.81300835002249,0.016232903721721356,61.6032730276034
2.0,0.1925,-4.1184220835257666,-105.75413005467276,0.016270167162506382,61.46218351735437
2.0,0.19375000000000003,-4.116134354609354,-105.69538503620467,0.016307431503501592,61.32173541770059
2.0,0.19500000000000003,-4.113851804077086,-105.63677298990387,0.016344696553460287,61.18192508066435
2.0,0.19625,-4.111574420116217,-105.57829361243901,0.01638196212113304,61.04274888476156
2.0,0.1975,-4.1093021909675596,-105.51994660185396,0.016419228015268614,60.904203234773114
2.0,0.19875,-4.107035104925182,-105.46173165756018,0.01645649404461485,60.766284561518475
2.0,0.20000000000000004,-4.1047731503361025,-105.40364848032874,0.016493760017919808,60.62898932163074
2.0,0.20125000000000004,-4.102516315600004,-105.34569677228309,0.016531025743932445,60.492313997335614
2.0,0.2025,-4.100264589168968,-105.28787623689215,0.016568291031403153,60.35625509623312
2.0,0.20375000000000001,-4.098017959547145,-105.2301865789619,0.016605555689085217,60.2208091510781
2.0,0.20500000000000002,-4.095776415290455,-105.17262750462771,0.016642819525736003,60.08597271956396
2.0,0.20625000000000002,-4.093539945006295,-105.11519872134672,0.016680082350117906,59.95174238410948
2.0,0.20750000000000005,-4.091308537353249,-105.05789993789048,0.016717343970999377,59.8181147516473
2.0,0.20875000000000002,-4.089082181040803,-105.00073086433771,0.01675460419715586,59.68508645341515
2.0,0.21000000000000002,-4.086860864829064,-104.9436912120669,0.01679186283737077,59.55265414474869
2.0,0.21125000000000002,-4.084644577528479,-104.88678069374919,0.01682911970043638,59.42081450487692
2.0,0.21250000000000002,-4.0824333079995965,-104.82999902334224,0.01686637459515414,59.28956423672155
2.0,0.21375000000000002,-4.080227045152746,-104.77334591608209,0.01690362733033634,59.1589000666937
2.0,0.21500000000000002,-4.078025777947759,-104.71682108847577,0.016940877714807158,59.02881874449462
2.0,0.21625000000000003,-4.075829495393692,-104.66042425829446,0.01697812555740364,58.89931704291883
2.0,0.21750000000000003,-4.073638186548551,-104.60415514456615,0.017015370666976785,58.7703917576587
2.0,0.21875000000000003,-4.071451840519027,-104.54801346756913,0.017052612852392363,58.64203970711193
2.0,0.22000000000000003,-4.0692704464602265,-104.49199894882476,0.017089851922532002,58.51425773218998
2.0,0.22125,-4.067093993575407,-104.43611131109093,0.017127087686294017,58.38704269612935
2.0,0.22250000000000003,-4.064922471115752,-104.38035027835618,0.01716431995259377,58.26039148430614
2.0,0.22375000000000003,-4.062755868380069,-104.32471557583195,0.017201548530365315,58.13430100404818
2.0,0.22500000000000003,-4.060594174714527,-104.26920692994581,0.0172387732285624,58.00876818445122
2.0,0.22625,-4.058437379512388,-104.21382406833463,0.01727599385615957,57.883789976196404
2.0,0.2275,-4.056285472213758,-104.15856671983815,0.017313210222153038,57.75936335137054
2.0,0.22875,-4.054138442305327,-104.10343461449233,0.017350422135561715,57.63548530328742
2.0,0.23000000000000004,-4.051996279320114,-104.04842748352274,0.017387629405428227,57.512152846311004
2.0,0.23125000000000004,-4.04985897283723,-103.99354505933857,0.01742483184081963,57.3893630156813
2.0,0.2325,-4.047726512481652,-103.93878707552668,0.017462029250827963,57.26711286734243
2.0,0.23375000000000004,-4.045598887923941,-103.88415326684452,0.017499221444571784,57.145399477769196
2.0,0.23500000000000001,-4.043476088879995,-103.82964336921373,0.017536408231197172,57.02421994379702
2.0,0.23625000000000004,-4.041358105110798,-103.77525711971364,0.017573589419878813,56.90357138245329
2.0,0.23750000000000002,-4.039244926422179,-103.72099425657514,0.01761076481982092,56.783450930790906
2.0,0.23875000000000002,-4.037136542664569,-103.6668545191744,0.017647934240258248,56.66385574572306
2.0,0.24,-4.03503294373276,-103.61283764802675,0.017685097490457054,56.54478300385982
2.0,0.24125000000000002,-4.03293411956568,-103.55894338478086,0.017722254379715894,56.426229901346844
