gap_nm,x_nm,phi_tilde,phi_s_mV,c_Red1_over_c_bulk,c_Ox2_over_c_bulk
10.0,0.0,-4.299443193158849,-110.40244671151947,0.013576116182430278,73.65876857286798
10.0,0.00625,-4.282275186463205,-109.96160126730597,0.013811203250015544,72.40498759576755
10.0,0.0125,-4.265260054852128,-109.52468139731664,0.014048213351928974,71.18342916273328
10.0,0.01875,-4.248395218056014,-109.0916208445818,0.014287143271370168,69.99299867062213
10.0,0.025,-4.23167816153261,-108.66235503989917,0.01452798976634369,68.83264760529038
10.0,0.03125,-4.215106434260072,-108.23682104516344,0.014770749569620018,67.7013712328294
10.0,0.0375,-4.1986776466328335,-107.81495749933568,0.015015419388530784,66.59820642531164
10.0,0.043750000000000004,-4.182389468408015,-107.39670456571056,0.015261995905307905,65.52222960905226
10.0,0.05,-4.1662396267498485,-106.98200388170054,0.015510475777227181,64.47255483085965
10.0,0.05625,-4.150225904365099,-106.5707985109566,0.01576085563657805,63.448331934415016
10.0,0.0625,-4.134346137723244,-106.16303289766547,0.016013132090477594,62.4487448395347
10.0,0.06875,-4.1185982153159,-105.75865282185464,0.016267301721193343,61.473009915171204
10.0,0.075,-4.102980075997408,-105.35760535678136,0.01652336108628366,60.52037444307369
10.0,0.08125,-4.087489707400865,-104.95983882825905,0.0167813067185751,59.590115166246704
10.0,0.08750000000000001,-4.072125144424424,-104.56530277578804,0.01704113512599424,58.681536916787785
10.0,0.09375,-4.056884467748204,-104.17394791447224,0.017302842791875245,57.793971316063846
10.0,0.1,-4.041765802418779,-103.78572609867129,0.01756642617509779,56.92677554513635
10.0,0.10625000000000001,-4.02676731649665,-103.40059028726992,0.017831881710071374,56.07933118102753
10.0,0.1125,-4.0118872197623485,-103.01849451045284,0.018099205806583307,55.25104309473432
10.0,0.11875000000000001,-3.997123762446405,-102.63939383709244,0.01836839485009296,54.44133840551338
10.0,0.125,-3.9824752340159857,-102.26324434359178,0.018639445201866913,53.64966549003512
10.0,0.13125,-3.967939962014357,-101.8900030840839,0.018912353198970392,52.875493043057226
10.0,0.1375,-3.9535163109531464,-101.51962806198694,0.01918711515406222,52.118309186687924
10.0,0.14375,-3.9392026812039456,-101.15207820154244,0.019463727355977786,51.37762062274653
10.0,0.15,-3.9249975079790858,-100.78731332164335,0.019742186069372055,50.65295183046602
10.0,0.15625,-3.910899260317097,-100.42529410978234,0.02002248753498329,49.94384430270215
10.0,0.1625,-3.8969064401164144,-100.065982097239,0.020304627969664337,49.24985582075313
10.0,0.16875,-3.8830175812014254,-99.70933963509745,0.020588603566453343,48.5705597648876
10.0,0.17500000000000002,-3.8692312484214644,-99.35532987111016,0.020874410494644762,47.905544458682826
10.0,0.18125,-3.8555460367813663,-99.00391672737197,0.021162044899860896,47.25441254529109
10.0,0.1875,-3.84196057060227,-98.65506487877087,0.021451502904123662,46.61678039387012
10.0,0.19375,-3.828473502711406,-98.30873973218328,0.021742780605926913,45.9922775345214
10.0,0.2,-3.8150835136596846,-97.96490740638288,0.022035874080309013,45.38054612018262
10.0,0.20625000000000002,-3.801789310965944,-97.62353471263425,0.022330779378925872,44.78124041401464
10.0,0.21250000000000002,-3.788589628386774,-97.28458913594318,0.022627492530124364,44.19402630091174
10.0,0.21875000000000003,-3.77548322521089,-96.9480388169373,0.022926009539016055,43.61858082184669
10.0,0.225,-3.7624688855770634,-96.61385253435182,0.023226326387551385,43.05459172983852
10.0,0.23125,-3.749545417814681,-96.28199968809614,0.023528439034594215,42.50175706640314
10.0,0.23750000000000002,-3.736711653806033,-95.95245028287839,0.023832343415996673,41.95978475741428
10.0,0.24375000000000002,-3.7239664483694757,-95.62517491236626,0.02413803544467449,41.42839222736444
10.0,0.25,-3.711308678662657,-95.30014474386275,0.024445511010682593,40.90730603107474
10.0,0.25625000000000003,-3.698737243605027,-94.97733150347717,0.024754765981291116,40.3962615019576
10.0,0.2625,-3.6862510633188865,-94.65670746177231,0.025065796201061776,39.89500241598711
10.0,0.26875000000000004,-3.673849078588266,-94.33824541986928,0.025378597491924622,39.40328067058065
10.0,0.275,-3.661530250335045,-94.02191869599521,0.025693165653252924,38.92085597764374
10.0,0.28125,-3.649293559101678,-93.70770111220048,0.026009496462195726,38.4474955696847
10.0,0.2875,-3.6371380046077415,-93.39556698297156,0.026327585672504015,37.982973920938726
10.0,0.29375,-3.6250626051685675,-93.08549110030262,0.026647429017347814,37.527072474758725
10.0,0.3,-3.6130663973752846,-92.77744872547939,0.02696902220568246,37.07957939199208
