Cdl_C_F_per_m2,C_H_support_uF_per_cm2,E_mix_with_EDL_V,x_nm,material,is_support_mask,phi_tilde,phi_RP_V,phi_RP_mV,i_Au_local_A_per_m2,i_Pd_local_A_per_m2,local_current_density_A_per_m2,support_compact_voltage_V,support_sigma_C_per_m2
0.0,0.0,0.5988338459487471,0.43208641728345565,Au,False,-6.018784757821704,-0.15455223703172344,-154.55223703172345,0.15106854788830226,0.0,0.15106854788830226,,
0.0,0.0,0.5988338459487471,0.4440888177635513,Au,False,-6.018784533191232,-0.1545522312635919,-154.55223126359192,0.15106856485560285,0.0,0.15106856485560285,,
0.0,0.0,0.5988338459487471,0.45609121824364995,Au,False,-6.018780903571967,-0.1545521380610935,-154.5521380610935,0.15106883901653825,0.0,0.15106883901653825,,
0.0,0.0,0.5988338459487471,0.4680936187237456,Au,False,-6.018775130102414,-0.154551989808137,-154.551989808137,0.15106927511283894,0.0,0.15106927511283894,,
0.0,0.0,0.5988338459487471,0.4800960192038413,Au,False,-6.018769230310756,-0.15455183831144198,-154.55183831144197,0.15106972075212077,0.0,0.15106972075212077,,
0.0,0.0,0.5988338459487471,0.49209841968393697,Au,False,-6.0187652659124655,-0.15455173651238305,-154.55173651238306,0.15107002020268892,0.0,0.15107002020268892,,
0.0,0.0,0.5988338459487471,0.5041008201640327,Au,False,-6.018764614962096,-0.15455171979707594,-154.55171979707595,0.15107006937223963,0.0,0.15107006937223963,,
0.0,0.0,0.5988338459487471,0.5161032206441283,Au,False,-6.018767485309196,-0.15455179350274628,-154.55179350274628,0.1510698525606275,0.0,0.1510698525606275,,
0.0,0.0,0.5988338459487471,0.528105621124224,Au,False,-6.0187728411392065,-0.154551931031424,-154.551931031424,0.15106944800894415,0.0,0.15106944800894415,,
0.0,0.0,0.5988338459487471,0.5401080216043196,Au,False,-6.018778768560674,-0.15455208323760591,-154.55208323760593,0.151069000283463,0.0,0.151069000283463,,
0.0,0.0,0.5988338459487471,0.5521104220844183,Au,False,-6.018783151207508,-0.15455219577658172,-154.55219577658173,0.15106866924278783,0.0,0.15106866924278783,,
0.0,0.0,0.5988338459487471,0.5641128225645139,Au,False,-6.0187844173705685,-0.1545522282895127,-154.5522282895127,0.1510685736040338,0.0,0.1510685736040338,,
0.0,0.0,0.5988338459487471,0.5761152230446096,Au,False,-6.018782094904507,-0.15455216865250299,-154.55216865250298,0.1510687490299532,0.0,0.1510687490299532,,
0.0,0.0,0.5988338459487471,0.5881176235247052,Au,False,-6.018776977995829,-0.15455203725892194,-154.55203725892196,0.15106913553294407,0.0,0.15106913553294407,,
0.0,0.0,0.5988338459487471,0.6001200240048008,Au,False,-6.018770846888113,-0.15455187982242086,-154.55187982242086,0.15106959864422517,0.0,0.15106959864422517,,
