combined_absolute_continuous_nm,combined_absolute_first_sampled_nm,combined_five_percent_continuous_nm,combined_five_percent_first_sampled_nm,lambda_D_nm
12.023040912185856,15.0,5.65642289304753,6.0,3.0412178890177213
