model,fit_range_nm,E_inf_V,amplitude_V,decay_length_nm,fit_r_squared,max_fit_residual_V,plateau_tolerance_V,plateau_continuous_nm,plateau_first_sampled_nm,lambda_D_nm,L_support_equals_L_GC_C_nm,LGC_definition,debye_huckel_caveat
E_mix_with(L) = E_inf + amplitude * exp(-L/decay_length),"[5.0, 10.0]",0.5698852369230822,0.014672984548666836,2.1437164863426346,0.9999877052568338,2.3961439389319494e-06,0.0001,10.694129293934331,,3.0412178890177213,1.2493090519282406,2 * epsilon_s * R * T / (F * mean_support_abs_sigma_C),L_GC is a charge-derived diagnostic within the linearized-PB model; max_abs_phi_tilde may exceed 1.
