pH,pH_ref,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,E_mix_with,i_mix_with,i_mix_norm_with,i_mix_phys_with,i_mix_abs_with,E_mix_no,i_mix_no,i_mix_norm_no,i_mix_phys_no,i_mix_abs_no,delta_E_mix,ratio_i_mix,pct_i_mix,ratio_i_mix_phys,pct_i_mix_phys,delta_i_mix_abs_A,ratio_i_mix_abs,pct_i_mix_abs,mode
7.0,7.0,0.0,0.1,0.834,8.85e-05,0.0003878,0.468483872739088,0.20829148909999431,0.20829148909999431,6.334598027810424e-10,6.334598027810424e-10,0.4915721295774951,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,-0.023088256838407095,0.31774219968568185,-68.22578003143182,0.3177421996856818,-68.22578003143182,-1.360168375684632e-09,0.3177421996856818,-68.22578003143182,FULL
