C_H_F_per_m2,c_ion_M,g,lambda_D_nm,phi_RP_V
0.05049689010471456,0.0001,2.2094988625775134,30.41217889017721,-0.13768497557921477
0.0518128900018047,0.0001,2.2670806318655456,30.41217889017721,-0.13878326783572603
0.05316318618378582,0.0001,2.3261630401493676,30.41217889017721,-0.13987065649342953
0.05454867244644013,0.0001,2.3867851955950483,30.41217889017721,-0.1409469486697515
0.055970265878769444,0.0001,2.4489872255669107,30.41217889017721,-0.1420119626661922
0.057428907470040265,0.0001,2.5128103031888775,30.41217889017721,-0.143065527956792
0.0589255627326485,0.0001,2.578296674598011,30.41217889017721,-0.14410748515633676
0.06046122234121722,0.0001,2.6454896869083284,30.41217889017721,-0.14513768596898258
0.06203690278834947,0.0001,2.714433816903361,30.41217889017721,-0.146155993118021
0.06365364705747104,0.0001,2.7851747004764924,30.41217889017721,-0.14716228025754707
0.06531252531320789,0.0001,2.8577591628385206,30.41217889017721,-0.1481564318668247
0.06701463560975568,0.0001,2.9322352495124746,30.41217889017721,-0.14913834312817464
0.0687611046177102,0.0001,3.0086522581361823,30.41217889017721,-0.15010791978923363
0.07055308836983959,0.0001,3.0870607710936486,30.41217889017721,-0.15106507801045432
0.07239177302629196,0.0001,3.1675126889968253,30.41217889017721,-0.15200974419872906
0.07427837565974559,0.0001,3.2500612650399736,30.41217889017721,-0.1529418548280341
0.07621414506102046,0.0001,3.334761140249316,30.41217889017721,-0.15386135624799455
0.07820036256568516,0.0001,3.421668379651341,30.41217889017721,-0.15476820448127532
0.08023834290220583,0.0001,3.51084050938369,30.41217889017721,-0.15566236501070044
0.08232943506219863,0.0001,3.6023365547731756,30.41217889017721,-0.15654381255699865
0.08447502319336207,0.0001,3.6962170794061735,30.41217889017721,-0.15741253084806514
0.08667652751568014,0.0001,3.79254422521722,30.41217889017721,-0.1582685123806165
0.08893540526150227,0.0001,3.8913817536223543,30.41217889017721,-0.15911175817510287
0.09125315164012293,0.0001,3.9927950877244354,30.41217889017721,-0.15994227752472134
0.09363130082749914,0.0001,4.096851355618383,30.41217889017721,-0.1607600877393579
0.09607142698176102,0.0001,4.203619434824985,30.41217889017721,-0.16156521388526046
0.09857514528518768,0.0001,4.313169997882714,30.41217889017721,-0.16235768852122184
0.10114411301333776,0.0001,4.425575559127681,30.41217889017721,-0.16313755143202613
0.1037800306320427,0.0001,4.540910522692752,30.41217889017721,-0.16390484935988375
0.10648464292298906,0.0001,4.659251231757551,30.41217889017721,-0.16465963573455145
0.10925974013863421,0.0001,4.780676019081978,30.41217889017721,-0.16540197040280388
0.11210715918722058,0.0001,4.905265258856683,30.41217889017721,-0.16613191935789143
0.11502878484867245,0.0001,5.033101419904796,30.41217889017721,-0.16684955446958882
0.1180265510221803,0.0001,5.1642691202701805,30.41217889017721,-0.167554953215405
