C_H_F_per_m2,c_ion_M,g,lambda_D_nm,phi_RP_V,sigma_C_per_m2,sigma_mC_per_m2,x_over_lambda_D,x_nm,phi_V,phi_mV
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.17899761336515513,5.443707438575873,-0.1500724584847042,-150.0724584847042
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.1909307875894988,5.806621267814265,-0.14829226052261008,-148.29226052261006
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.20286396181384247,6.169535097052656,-0.14653317972495933,-146.53317972495933
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.21479713603818615,6.532448926291048,-0.14479496559453556,-144.79496559453557
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.22673031026252982,6.8953627555294394,-0.14307737060558456,-143.07737060558458
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.2386634844868735,7.25827658476783,-0.14138015016856606,-141.38015016856605
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.25059665871121717,7.621190414006221,-0.13970306259532358,-139.7030625953236
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.26252983293556087,7.984104243244614,-0.1380458690646675,-138.0458690646675
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.2744630071599045,8.347018072483005,-0.13640833358836635,-136.40833358836636
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.2863961813842482,8.709931901721397,-0.13479022297754154,-134.79022297754153
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.29832935560859186,9.072845730959788,-0.1331913068094607,-133.1913068094607
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.31026252983293556,9.43575956019818,-0.131611357394725,-131.611357394725
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.3221957040572792,9.798673389436571,-0.13005014974484558,-130.05014974484558
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.3341288782816229,10.161587218674963,-0.12850746154020468,-128.50746154020467
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.34606205250596656,10.524501047913352,-0.12698307309839688,-126.98307309839687
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.35799522673031026,10.887414877151746,-0.12547676734294572,-125.47676734294572
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.3699284009546539,11.250328706390135,-0.12398832977239149,-123.9883297723915
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.3818615751789976,11.61324253562853,-0.12251754842974583,-122.51754842974583
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.3937947494033413,11.97615636486692,-0.12106421387230847,-121.06421387230847
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.40572792362768495,12.339070194105313,-0.11962811914184211,-119.6281191418421
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.41766109785202865,12.701984023343703,-0.11820905973510115,-118.20905973510115
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.4295942720763723,13.064897852582096,-0.11680683357470985,-116.80683357470984
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.441527446300716,13.427811681820486,-0.11542124098038607,-115.42124098038607
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.45346062052505964,13.790725511058879,-0.11405208464050642,-114.05208464050642
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.46539379474940334,14.15363934029727,-0.11269916958400848,-112.69916958400849
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.477326968973747,14.51655316953566,-0.11136230315262657,-111.36230315262658
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.4892601431980907,14.879466998774053,-0.11004129497345677,-110.04129497345677
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.5011933174224343,15.242380828012442,-0.10873595693184727,-108.73595693184727
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.513126491646778,15.605294657250836,-0.10744610314461049,-107.44610314461049
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.5250596658711217,15.968208486489228,-0.10617154993355285,-106.17154993355285
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.5369928400954653,16.33112231572762,-0.10491211579931861,-104.91211579931861
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.548926014319809,16.69403614496601,-0.10366762139554388,-103.66762139554388
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.5608591885441527,17.0569499742044,-0.10243788950331728,-102.43788950331728
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.5727923627684964,17.419863803442794,-0.10122274500594358,-101.22274500594358
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.5847255369928401,17.78277763268119,-0.10002201486400668,-100.02201486400668
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.5966587112171837,18.145691461919576,-0.09883552809072842,-98.83552809072842
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.6085918854415274,18.508605291157966,-0.09766311572761953,-97.66311572761953
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.6205250596658711,18.87151912039636,-0.09650461082041971,-96.50461082041971
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.6324582338902148,19.234432949634755,-0.09535984839532281,-95.35984839532281
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.6443914081145584,19.597346778873142,-0.09422866543548439,-94.22866543548439
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.6563245823389021,19.960260608111533,-0.09311090085780742,-93.11090085780742
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.6682577565632458,20.323174437349927,-0.09200639549000394,-92.00639549000394
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.6801909307875895,20.68608826658832,-0.0909149920479285,-90.9149920479285
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.6921241050119331,21.049002095826705,-0.08983653511318038,-89.83653511318037
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.7040572792362768,21.4119159250651,-0.08877087111097186,-88.77087111097185
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.7159904534606205,21.774829754303493,-0.08771784828825865,-87.71784828825865
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.7279236276849642,22.137743583541887,-0.08667731669213,-86.67731669212999
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.7398568019093078,22.50065741278027,-0.08564912814845498,-85.64912814845498
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.7517899761336515,22.863571242018665,-0.08463313624078218,-84.63313624078218
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.7637231503579952,23.22648507125706,-0.08362919628948971,-83.62919628948971
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.7756563245823389,23.58939890049545,-0.08263716533118236,-82.63716533118236
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.7875894988066826,23.95231272973384,-0.0816569020983334,-81.6569020983334
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.7995226730310262,24.31522655897223,-0.08068826699916769,-80.68826699916768
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.8114558472553699,24.678140388210625,-0.07973112209778349,-79.7311220977835
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.8233890214797136,25.041054217449016,-0.0787853310945101,-78.7853310945101
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.8353221957040573,25.403968046687407,-0.07785075930649842,-77.85075930649842
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.8472553699284009,25.766881875925797,-0.07692727364854182,-76.92727364854183
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.8591885441527446,26.12979570516419,-0.07601474261412454,-76.01474261412454
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.8711217183770883,26.492709534402582,-0.07511303625669476,-75.11303625669476
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.883054892601432,26.855623363640973,-0.07422202617115997,-74.22202617115997
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.8949880668257756,27.218537192879364,-0.07334158547560181,-73.3415854756018
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.9069212410501193,27.581451022117758,-0.07247158879320771,-72.47158879320772
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.918854415274463,27.94436485135615,-0.071611912234417,-71.611912234417
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.9307875894988067,28.30727868059454,-0.0707624333792787,-70.7624333792787
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.9427207637231503,28.67019250983293,-0.06992303126001874,-69.92303126001875
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.954653937947494,29.03310633907132,-0.0690935863438137,-69.0935863438137
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.9665871121718377,29.396020168309715,-0.06827398051576919,-68.2739805157692
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.9785202863961814,29.758933997548105,-0.06746409706209992,-67.46409706209992
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,0.9904534606205251,30.121847826786503,-0.06666382065350952,-66.66382065350952
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.0023866348448687,30.484761656024883,-0.06587303732876722,-65.87303732876721
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.0143198090692125,30.84767548526328,-0.06509163447847956,-65.09163447847956
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.026252983293556,31.21058931450167,-0.06431950082905463,-64.31950082905463
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.0381861575178997,31.573503143740062,-0.06355652642685634,-63.556526426856344
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.0501193317422435,31.936416972978456,-0.0628026026225468,-62.80260262254681
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.062052505966587,32.29933080221685,-0.06205762205561447,-62.05762205561447
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.0739856801909307,32.66224463145524,-0.06132147863908562,-61.321478639085626
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.0859188544152745,33.025158460693625,-0.06059406754441747,-60.59406754441747
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.097852028639618,33.38807228993202,-0.05987528518657024,-59.87528518657024
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.1097852028639619,33.75098611917041,-0.059165029209256426,-59.165029209256424
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.1217183770883055,34.1138999484088,-0.0584631984703651,-58.4631984703651
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.133651551312649,34.476813777647195,-0.05776969302755891,-57.76969302755891
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.1455847255369929,34.83972760688559,-0.05708441412404213,-57.084414124042134
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.1575178997613365,35.202641436123976,-0.0564072641744975,-56.4072641744975
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.1694510739856803,35.56555526536238,-0.055738146751189724,-55.738146751189724
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.1813842482100239,35.92846909460076,-0.05507696657023411,-55.076966570234106
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.1933174224343674,36.29138292383915,-0.054423629478027744,-54.42362947802774
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.2052505966587113,36.654296753077546,-0.05377804243784191,-53.778042437841904
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.2171837708830548,37.01721058231593,-0.05314011351657341,-53.140113516573415
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.2291169451073984,37.38012441155433,-0.05250975187165309,-52.50975187165309
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.2410501193317423,37.74303824079272,-0.0518868677381096,-51.8868677381096
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.2529832935560858,38.10595207003111,-0.05127137241578672,-51.27137241578672
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.2649164677804297,38.46886589926951,-0.05066317825671217,-50.66317825671217
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.2768496420047732,38.83177972850789,-0.05006219865261644,-50.062198652616445
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.2887828162291168,39.194693557746284,-0.04946834802259946,-49.46834802259946
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.3007159904534606,39.55760738698468,-0.04888154180094372,-48.88154180094372
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.3126491646778042,39.920521216223065,-0.04830169642507198,-48.30169642507198
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.3245823389021478,40.28343504546146,-0.04772872932364767,-47.72872932364767
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.3365155131264916,40.646348874699854,-0.04716255890481655,-47.16255890481655
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.3484486873508352,41.00926270393824,-0.04660310454458791,-46.60310454458791
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.360381861575179,41.37217653317664,-0.04605028657535345,-46.05028657535345
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.3723150357995226,41.73509036241502,-0.045504026274542496,-45.5040262745425
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.3842482100238662,42.09800419165341,-0.044964245853411626,-44.964245853411626
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.39618138424821,42.46091802089181,-0.044430868445967456,-44.430868445967455
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.4081145584725536,42.8238318501302,-0.043903818098020735,-43.903818098020736
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.4200477326968974,43.18674567936859,-0.04338301975637022,-43.38301975637022
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.431980906921241,43.549659508606986,-0.04286839925811503,-42.86839925811503
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.4439140811455846,43.91257333784537,-0.042359883320093585,-42.35988332009359
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.4558472553699284,44.275487167083774,-0.04185739952844795,-41.85739952844795
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.467780429594272,44.638400996322154,-0.041360876328311945,-41.360876328311946
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.4797136038186156,45.00131482556054,-0.04087024301362154,-40.87024301362154
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.4916467780429594,45.36422865479894,-0.04038542971704615,-40.38542971704615
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.503579952267303,45.72714248403733,-0.03990636740003941,-39.90636740003941
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.5155131264916468,46.090056313275724,-0.03943298784300782,-39.43298784300782
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.5274463007159904,46.45297014251412,-0.038965223635596236,-38.96522363559624
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.539379474940334,46.815883971752505,-0.0385030081670884,-38.503008167088396
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.5513126491646778,47.1787978009909,-0.038046275616921435,-38.046275616921434
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.5632458233890214,47.54171163022929,-0.03759496094531286,-37.594960945312856
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.5751789976133652,47.90462545946768,-0.03714899988399876,-37.148999883998755
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.5871121718377088,48.267539288706075,-0.03670832892708184,-36.70832892708184
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.5990453460620524,48.63045311794446,-0.03627288532198802,-36.27288532198802
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.6109785202863962,48.99336694718286,-0.035842607060530336,-35.842607060530334
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.6229116945107398,49.35628077642125,-0.03541743287007886,-35.41743287007886
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.6348448687350834,49.71919460565964,-0.03499730220483527,-34.997302204835265
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.6467780429594272,50.08210843489803,-0.03458215523721102,-34.58215523721102
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.6587112171837708,50.44502226413642,-0.03417193284930777,-34.17193284930777
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.6706443914081146,50.80793609337481,-0.033766576624498834,-33.76657662449883
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.6825775656324582,51.17084992261321,-0.033366028839110516,-33.36602883911051
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.6945107398568018,51.533763751851595,-0.03297023245420214,-32.97023245420214
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.7064439140811456,51.89667758108999,-0.03257913110744355,-32.57913110744355
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.7183770883054892,52.25959141032838,-0.032192669105089,-32.192669105089
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.730310262529833,52.62250523956678,-0.03181079141404623,-31.810791414046232
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.7422434367541766,52.985419068805164,-0.03143344365403963,-31.433443654039632
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.7541766109785202,53.34833289804355,-0.031060572089866345,-31.060572089866344
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.766109785202864,53.711246727281946,-0.030692123623744266,-30.692123623744266
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.7780429594272076,54.07416055652033,-0.030328045787750797,-30.328045787750796
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.7899761336515512,54.43707438575873,-0.029968286736351272,-29.96828673635127
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994327,-0.0041021309800113375,-4.102130980011338,1.801909307875895,54.79998821499712,-0.02961279523901605,-29.61279523901605
