C_H_F_per_m2,c_ion_M,g,lambda_D_nm,phi_RP_V,phi_RP_min_V,phi_RP_max_V,phi_RP_formula_V
0.2,0.0001,8.751029451499736,30.41217889017721,-0.17948934509994324,-0.17948934509994321,-0.17948934509994321,-0.17948934509994327
0.2,0.001,2.767318493795316,9.617175390145178,-0.14691184185000675,-0.14691184185000672,-0.14691184185000672,-0.14691184185000675
0.2,0.01,0.8751029451499736,3.0412178890177213,-0.09333918944700724,-0.09333918944700732,-0.09333918944700714,-0.09333918944700728
0.2,0.1,0.2767318493795316,0.9617175390145177,-0.04335003462379639,-0.043350034623796524,-0.0433500346237963,-0.0433500346237964
0.2,1.0,0.08751029451499735,0.30412178890177216,-0.016093694920658163,-0.016093694920658243,-0.01609369492065802,-0.016093694920658156
