L_support_nm,x_nm,material,sigma_C_per_m2,sigma_uC_per_cm2,phi_RP_with_V,phi_RP_no_V,i1_with_A_per_m2,i2_with_A_per_m2,i1_no_A_per_m2,i2_no_A_per_m2,c_R1_over_bulk,c_O2_over_bulk
10.0,0.0,Au,-0.07309928483946268,-7.309928483946268,-0.20766526470849617,0.0,0.03064629893936951,0.0,0.235120708157447,0.0,0.0003074540293160812,3252.5187658930954
10.0,0.005,Au,-0.07309971133803907,-7.309971133803907,-0.2076644117113434,0.0,0.03064680795690403,0.0,0.235120708157447,0.0,0.0003074642426728049,3252.410723624122
10.0,0.01,Au,-0.07310067397229057,-7.310067397229057,-0.20766248644284038,0.0,0.03064795687273751,0.0,0.235120708157447,0.0,0.00030748729611175513,3252.166878583997
10.0,0.015,Au,-0.07310155472474617,-7.310155472474617,-0.2076607249379292,0.0,0.030649008099371128,0.0,0.235120708157447,0.0,0.0003075083901363956,3251.943791050544
10.0,0.02,Au,-0.07310208309380554,-7.310208309380554,-0.20765966819981044,0.0,0.030649638754289305,0.0,0.235120708157447,0.0,0.0003075210452718066,3251.809966749224
10.0,0.025,Au,-0.07310262007150795,-7.310262007150794,-0.20765859424440564,0.0,0.03065027969767532,0.0,0.235120708157447,0.0,0.00030753390712916917,3251.673967709791
10.0,0.03,Au,-0.07310377934074268,-7.310377934074268,-0.20765627570593617,0.0,0.030651663461818558,0.0,0.235120708157447,0.0,0.0003075616761416505,3251.3803817984144
10.0,0.035,Au,-0.07310578319889584,-7.310578319889584,-0.20765226798962985,0.0,0.030654055518614307,0.0,0.235120708157447,0.0,0.0003076096822608397,3250.8729655396323
10.0,0.04,Au,-0.0731082291941022,-7.310822919410221,-0.20764737599921712,0.0,0.030656975618738296,0.0,0.235120708157447,0.0,0.0003076682907444308,3250.2536988144316
10.0,0.045,Au,-0.07311051249709857,-7.311051249709857,-0.20764280939322438,0.0,0.030659701743206428,0.0,0.235120708157447,0.0,0.0003077230110376406,3249.675728272658
10.0,0.05,Au,-0.07311246081614158,-7.311246081614158,-0.20763891275513838,0.0,0.03066202810894941,0.0,0.235120708157447,0.0,0.00030776971099816,3249.1826331993357
10.0,0.055,Au,-0.07311451546359153,-7.311451546359153,-0.20763480346023847,0.0,0.030664481626014373,0.0,0.235120708157447,0.0,0.00030781896726045886,3248.662708798763
