L_support_nm,x_nm,material,sigma_C_per_m2,sigma_uC_per_cm2,phi_RP_with_V,phi_RP_no_V,i1_with_A_per_m2,i2_with_A_per_m2,i1_no_A_per_m2,i2_no_A_per_m2,c_R1_over_bulk,c_O2_over_bulk
3.0,0.0,Au,-0.07149262069515734,-7.149262069515734,-0.2072164032433371,0.0,0.03320036913846048,0.0,0.235120708157447,0.0,0.00031287562753865326,3196.15819188875
3.0,0.005,Au,-0.07149270522185977,-7.149270522185977,-0.20721623418993224,0.0,0.03320047842610626,0.0,0.235120708157447,0.0,0.0003128776873649696,3196.137150021526
3.0,0.01,Au,-0.07149306728100147,-7.149306728100147,-0.20721551007164885,0.0,0.03320094654960064,0.0,0.235120708157447,0.0,0.00031288651051667344,3196.047021486121
3.0,0.015,Au,-0.0714936992016868,-7.14936992016868,-0.20721424623027818,0.0,0.033201763605740814,0.0,0.235120708157447,0.0,0.00031290191061918935,3195.889721546088
3.0,0.02,Au,-0.07149450063555099,-7.149450063555099,-0.2072126433625498,0.0,0.0332027998667004,0.0,0.235120708157447,0.0,0.00031292144290055,3195.6902369193385
3.0,0.025,Au,-0.07149558692563084,-7.149558692563083,-0.2072104707823901,0.0,0.03320420450085478,0.0,0.235120708157447,0.0,0.0003129479195498332,3195.4198687068188
3.0,0.03,Au,-0.0714969350687328,-7.149693506873279,-0.2072077744961862,0.0,0.0332059478083258,0.0,0.235120708157447,0.0,0.00031298078157897507,3195.0843593496106
3.0,0.035,Au,-0.07149845411597852,-7.149845411597852,-0.20720473640169473,0.0,0.033207912224608636,0.0,0.235120708157447,0.0,0.00031301781366329713,3194.7063596695707
3.0,0.04,Au,-0.07150026497256391,-7.150026497256391,-0.20720111468852395,0.0,0.03321025415757323,0.0,0.235120708157447,0.0,0.00031306196534501216,3194.255804591091
3.0,0.045,Au,-0.07150232933934936,-7.1502329339349355,-0.20719698595495306,0.0,0.0332129241500423,0.0,0.235120708157447,0.0,0.00031311230562163563,3193.742251728676
3.0,0.05,Au,-0.07150456696613748,-7.150456696613748,-0.20719251070137681,0.0,0.0332158184744415,0.0,0.235120708157447,0.0,0.000313166880043873,3193.185690197844
3.0,0.055,Au,-0.0715071029406942,-7.1507102940694205,-0.20718743875226336,0.0,0.033219099010478065,0.0,0.235120708157447,0.0,0.00031322874249469456,3192.555038326145
3.0,0.06,Au,-0.07150988375420682,-7.150988375420682,-0.20718187712523814,0.0,0.03322269664255765,0.0,0.235120708157447,0.0,0.00031329659158311216,3191.8636425213626
3.0,0.065,Au,-0.07151284120065207,-7.151284120065207,-0.20717596223234763,0.0,0.03322652321814332,0.0,0.235120708157447,0.0,0.00031336876646662683,3191.1284946341266
3.0,0.07,Au,-0.07151610304939925,-7.151610304939925,-0.20716943853485328,0.0,0.0332307441643688,0.0,0.235120708157447,0.0,0.0003134483894063499,3190.3178762345296
3.0,0.075,Au,-0.07151960075489168,-7.151960075489168,-0.20716244312386842,0.0,0.03323527091323338,0.0,0.235120708157447,0.0,0.0003135337921753322,3189.4488726777718
3.0,0.08,Au,-0.0715232795481983,-7.15232795481983,-0.20715508553725517,0.0,0.033240032692258406,0.0,0.235120708157447,0.0,0.00031362364163630227,3188.535133329212
3.0,0.085,Au,-0.07152726821763171,-7.152726821763171,-0.20714710819838836,0.0,0.03324519634151133,0.0,0.235120708157447,0.0,0.00031372108848801877,3187.544722669132
3.0,0.09,Au,-0.07153148348838502,-7.153148348838502,-0.20713867765688174,0.0,0.03325065421595997,0.0,0.235120708157447,0.0,0.0003138241043249898,3186.4983798835938
3.0,0.095,Au,-0.07153588545374774,-7.153588545374774,-0.2071298737261563,0.0,0.03325635477644399,0.0,0.235120708157447,0.0,0.00031393171884764296,3185.406061135603
3.0,0.1,Au,-0.07154060206388577,-7.154060206388577,-0.20712044050588024,0.0,0.03326246388761052,0.0,0.235120708157447,0.0,0.00031404706642158137,3184.236080898732
3.0,0.105,Au,-0.07154553581258925,-7.154553581258925,-0.20711057300847327,0.0,0.0332688554448253,0.0,0.235120708157447,0.0,0.0003141677696053111,3183.012698139914
3.0,0.11,Au,-0.07155066308059456,-7.155066308059456,-0.20710031847246266,0.0,0.0332754990031943,0.0,0.235120708157447,0.0,0.0003142932563577679,3181.7418279623375
3.0,0.115,Au,-0.07155610890721999,-7.155610890721999,-0.2070894268192118,0.0,0.03328255678061383,0.0,0.235120708157447,0.0,0.00031442659452892227,3180.3925539384227
3.0,0.12,Au,-0.07156176230274132,-7.156176230274132,-0.20707812002816914,0.0,0.0332898851504344,0.0,0.235120708157447,0.0,0.00031456507475818927,3178.99245734357
3.0,0.125,Au,-0.07156761731218321,-7.156761731218321,-0.20706641000928536,0.0,0.033297476568814904,0.0,0.235120708157447,0.0,0.0003147085578227023,3177.5430795986526
3.0,0.13,Au,-0.07157379376949613,-7.1573793769496135,-0.20705405709465952,0.0,0.0333054866425716,0.0,0.235120708157447,0.0,0.00031485998923598297,3176.014845285771
3.0,0.135,Au,-0.07158016825853643,-7.158016825853643,-0.20704130811657892,0.0,0.033313755558684044,0.0,0.235120708157447,0.0,0.00031501635230398166,3174.4383829161634
3.0,0.14,Au,-0.07158675375379438,-7.158675375379437,-0.20702813712606302,0.0,0.03332230034573921,0.0,0.235120708157447,0.0,0.00031517797280056594,3172.810558791069
3.0,0.145,Au,-0.07159366237896844,-7.159366237896844,-0.2070143198757149,0.0,0.033331266754754736,0.0,0.235120708157447,0.0,0.00031534761263943544,3171.103759530876
3.0,0.15,Au,-0.07160075971177046,-7.160075971177046,-0.20700012521011085,0.0,0.0333404805917792,0.0,0.235120708157447,0.0,0.00031552198123608954,3169.3512955338265
3.0,0.155,Au,-0.0716080787341861,-7.1608078734186105,-0.20698548716527956,0.0,0.03334998489633349,0.0,0.235120708157447,0.0,0.00031570189732508445,3167.5451065480306
3.0,0.16,Au,-0.07161572117532769,-7.161572117532769,-0.2069702022829964,0.0,0.033359912076198144,0.0,0.235120708157447,0.0,0.0003158898731803186,3165.6602028174943
3.0,0.165,Au,-0.07162354343430988,-7.162354343430987,-0.20695455776503202,0.0,0.033370075891282144,0.0,0.235120708157447,0.0,0.00031608238779767215,3163.732111009333
3.0,0.17,Au,-0.07163159930733601,-7.163159930733601,-0.20693844601897976,0.0,0.033380546488403634,0.0,0.235120708157447,0.0,0.0003162807745544841,3161.7476636340257
