L_support_nm,x_nm,material,sigma_C_per_m2,sigma_uC_per_cm2,phi_RP_with_V,phi_RP_no_V,i1_with_A_per_m2,i2_with_A_per_m2,i1_no_A_per_m2,i2_no_A_per_m2,c_R1_over_bulk,c_O2_over_bulk
1.0,0.0,Au,-0.06847516370831304,-6.847516370831304,-0.20577881001337137,0.0,0.03949032313149254,0.0,0.23512070815744887,0.0,0.0003308914840029433,3022.138822983746
1.0,0.005,Au,-0.06847512294712665,-6.847512294712665,-0.20577889153574414,0.0,0.03949026044547562,0.0,0.23512070815744887,0.0,0.000330890433504945,3022.148417551804
1.0,0.01,Au,-0.0684755982470755,-6.84755982470755,-0.20577794093584645,0.0,0.03949099140831995,0.0,0.23512070815744887,0.0,0.0003309026831507157,3022.036541010856
1.0,0.015,Au,-0.06847600145627061,-6.847600145627061,-0.20577713451745622,0.0,0.039491611513545216,0.0,0.23512070815744887,0.0,0.0003309130751964247,3021.941636505043
1.0,0.02,Au,-0.06847690207602819,-6.8476902076028185,-0.20577533327794106,0.0,0.039492996633733804,0.0,0.23512070815744887,0.0,0.00033093628834988514,3021.729665810302
1.0,0.025,Au,-0.06847775831104866,-6.847775831104866,-0.20577362080790013,0.0,0.03949431353687202,0.0,0.23512070815744887,0.0,0.00033095835901253103,3021.528155335509
1.0,0.03,Au,-0.06847907582398416,-6.847907582398416,-0.20577098578202913,0.0,0.03949633997858219,0.0,0.23512070815744887,0.0,0.00033099232263761287,3021.2181117410705
1.0,0.035,Au,-0.0684803932027615,-6.8480393202761505,-0.20576835102447444,0.0,0.039498366317906465,0.0,0.23512070815744887,0.0,0.00033102628628917086,3020.9081315265744
1.0,0.04,Au,-0.06848212050892281,-6.848212050892282,-0.20576489641215182,0.0,0.03950102334864874,0.0,0.23512070815744887,0.0,0.0003310708236553689,3020.5017432794343
1.0,0.045,Au,-0.06848390571303162,-6.848390571303161,-0.2057613260039342,0.0,0.03950376962880115,0.0,0.23512070815744887,0.0,0.00033111686017600384,3020.0817906658513
1.0,0.05,Au,-0.06848603749489546,-6.848603749489546,-0.20575706244020653,0.0,0.03950704931919221,0.0,0.23512070815744887,0.0,0.0003311718425675212,3019.5803853587413
1.0,0.055,Au,-0.06848829536430098,-6.848829536430098,-0.20575254670139548,0.0,0.03951052328887477,0.0,0.23512070815744887,0.0,0.00033123008693368823,3019.0494144337754
1.0,0.06,Au,-0.06849082843549392,-6.849082843549392,-0.2057474805590096,0.0,0.039514421049063914,0.0,0.23512070815744887,0.0,0.0003312954426425425,3018.453836924551
1.0,0.065,Au,-0.068493561682193,-6.8493561682193,-0.20574201406561143,0.0,0.039518627260367686,0.0,0.23512070815744887,0.0,0.0003313659775392186,3017.8113257920263
1.0,0.07,Au,-0.06849649520741154,-6.849649520741154,-0.20573614701517437,0.0,0.039523142179757206,0.0,0.23512070815744887,0.0,0.00033144169758535057,3017.121886851569
1.0,0.075,Au,-0.06849970426587355,-6.8499704265873556,-0.20572972889825034,0.0,0.039528081756625574,0.0,0.23512070815744887,0.0,0.0003315245495024435,3016.3678723063294
1.0,0.08,Au,-0.06850303983823208,-6.850303983823208,-0.20572305775353328,0.0,0.03953321672566829,0.0,0.23512070815744887,0.0,0.00033161068972466516,3015.584331223747
1.0,0.085,Au,-0.06850672286205912,-6.850672286205913,-0.2057156917058792,0.0,0.03953888735610246,0.0,0.23512070815744887,0.0,0.00033170582878443047,3014.7194086537493
1.0,0.09,Au,-0.06851046443295494,-6.851046443295495,-0.20570820856408756,0.0,0.03954464896242106,0.0,0.23512070815744887,0.0,0.0003318025081688967,3013.840990891402
1.0,0.095,Au,-0.06851461743808347,-6.851461743808347,-0.2056999025538305,0.0,0.03955104511520541,0.0,0.23512070815744887,0.0,0.0003319098517020774,3012.8662794185484
1.0,0.1,Au,-0.06851877110384724,-6.8518771103847245,-0.20569159522230296,0.0,0.039557443320244697,0.0,0.23512070815744887,0.0,0.00033201724704650016,3011.8917282027414
1.0,0.105,Au,-0.06852338824950198,-6.8523388249501975,-0.20568236093099349,0.0,0.039564556673093734,0.0,0.23512070815744887,0.0,0.0003321366667046684,3010.8088032604574
1.0,0.11,Au,-0.06852796190801132,-6.852796190801132,-0.2056732136139748,0.0,0.03957160428909909,0.0,0.23512070815744887,0.0,0.00033225500394210337,3009.7364618600404
1.0,0.115,Au,-0.06853303589804502,-6.853303589804502,-0.2056630656339074,0.0,0.03957942434203551,0.0,0.23512070815744887,0.0,0.0003323863359159408,3008.5472594544203
1.0,0.12,Au,-0.06853803879658801,-6.853803879658801,-0.20565305983682142,0.0,0.03958713634154673,0.0,0.23512070815744887,0.0,0.00033251587862843533,3007.3751789683233
1.0,0.125,Au,-0.06854356137633404,-6.8543561376334035,-0.20564201467732937,0.0,0.03959565117782439,0.0,0.23512070815744887,0.0,0.0003326589363498798,3006.0818776509063
1.0,0.13,Au,-0.0685490035787974,-6.85490035787974,-0.20563113027240265,0.0,0.03960404387829314,0.0,0.23512070815744887,0.0,0.0003327999721765165,3004.8079435223085
1.0,0.135,Au,-0.06855496609659074,-6.855496609659075,-0.20561920523681596,0.0,0.03961324102598626,0.0,0.23512070815744887,0.0,0.00033295456072853153,3003.4128315044527
1.0,0.14,Au,-0.06856085790310597,-6.856085790310597,-0.2056074216237855,0.0,0.039622331199944474,0.0,0.23512070815744887,0.0,0.0003331073865040642,3002.034900801574
1.0,0.145,Au,-0.0685672519015711,-6.8567251901571105,-0.20559463362685523,0.0,0.03963219854101545,0.0,0.23512070815744887,0.0,0.00033327331785493067,3000.540236573293
1.0,0.15,Au,-0.06857360325675244,-6.857360325675243,-0.20558193091649257,0.0,0.039642002506935274,0.0,0.23512070815744887,0.0,0.00033343822439582807,2999.056277401746
1.0,0.155,Au,-0.06858042105705166,-6.858042105705166,-0.20556829531589413,0.0,0.039652529177538066,0.0,0.23512070815744887,0.0,0.0003336153325215758,2997.4641526265204
1.0,0.16,Au,-0.06858724098372483,-6.858724098372483,-0.20555465546254778,0.0,0.03966306192785359,0.0,0.23512070815744887,0.0,0.00033379259000108517,2995.8723769055177
1.0,0.165,Au,-0.06859447622635187,-6.859447622635187,-0.2055401849772937,0.0,0.0396742391540563,0.0,0.23512070815744887,0.0,0.0003339807449639367,2994.184590216362
1.0,0.17,Au,-0.06860177232014511,-6.860177232014511,-0.20552559278970722,0.0,0.03968551357466148,0.0,0.23512070815744887,0.0,0.0003341705897848896,2992.4835714708297
1.0,0.175,Au,-0.06860942042849198,-6.8609420428491985,-0.20551029657301348,0.0,0.039697335391628064,0.0,0.23512070815744887,0.0,0.00033436970989673395,2990.701521106197
1.0,0.18,Au,-0.06861719844493194,-6.861719844493194,-0.20549474054013356,0.0,0.03970936162165183,0.0,0.23512070815744887,0.0,0.00033457233388209325,2988.8902898719966
1.0,0.185,Au,-0.06862525698260814,-6.862525698260814,-0.20547862346478116,0.0,0.03972182543140404,0.0,0.23512070815744887,0.0,0.0003347823951969014,2987.0148919027015
1.0,0.19,Au,-0.06863352054266719,-6.863352054266719,-0.20546209634466306,0.0,0.03973461040352879,0.0,0.23512070815744887,0.0,0.0003349979377788235,2985.093002752251
1.0,0.195,Au,-0.06864198944211149,-6.864198944211148,-0.20544515854577447,0.0,0.039747717336278306,0.0,0.23512070815744887,0.0,0.000335218980319575,2983.124640038783
1.0,0.2,Au,-0.06865073987482753,-6.865073987482753,-0.20542765768034238,0.0,0.039761264526815145,0.0,0.23512070815744887,0.0,0.00033544752422611456,2981.0922060224584
1.0,0.205,Au,-0.06865962152272116,-6.865962152272116,-0.20540989438455512,0.0,0.03977501958291415,0.0,0.23512070815744887,0.0,0.00033567965455055397,2979.030711107331
1.0,0.21,Au,-0.06866885785502296,-6.866885785502295,-0.20539142171995153,0.0,0.03978932898796917,0.0,0.23512070815744887,0.0,0.0003359212252763005,2976.888403456746
1.0,0.215,Au,-0.06867815702889579,-6.86781570288958,-0.20537282337220586,0.0,0.03980374095103798,0.0,0.23512070815744887,0.0,0.0003361646152096705,2974.7330764610256
1.0,0.22,Au,-0.06868787612362667,-6.868787612362667,-0.2053533851827441,0.0,0.03981880929116978,0.0,0.23512070815744887,0.0,0.00033641918432519684,2972.4820895866574
1.0,0.225,Au,-0.06869759978330356,-6.869759978330356,-0.20533393786339033,0.0,0.03983389041710611,0.0,0.23512070815744887,0.0,0.0003366740659236155,2970.2317499764886
1.0,0.23,Au,-0.0687077966172107,-6.87077966172107,-0.20531354419557604,0.0,0.039849711558735776,0.0,0.23512070815744887,0.0,0.0003369415580426043,2967.8737339772015
1.0,0.235,Au,-0.068717953563787,-6.8717953563787,-0.20529323030242344,0.0,0.0398654770592049,0.0,0.23512070815744887,0.0,0.0003372082150833272,2965.5268029365507
1.0,0.24,Au,-0.06872862162852124,-6.872862162852124,-0.20527189417295497,0.0,0.03988204262759741,0.0,0.23512070815744887,0.0,0.0003374885180805628,2963.063767879911
1.0,0.245,Au,-0.0687392220518415,-6.873922205184151,-0.20525069332631443,0.0,0.03989850997941531,0.0,0.23512070815744887,0.0,0.0003377672745912133,2960.618376100116
1.0,0.25,Au,-0.06875035385330672,-6.875035385330672,-0.205228429723384,0.0,0.03991581012608519,0.0,0.23512070815744887,0.0,0.0003380602524622718,2958.052574109114
1.0,0.255,Au,-0.06876140879590836,-6.876140879590836,-0.20520631983818072,0.0,0.03993299824880919,0.0,0.23512070815744887,0.0,0.0003383514589863575,2955.506688210617
1.0,0.26,Au,-0.06877299642111995,-6.8772996421119945,-0.20518314458775755,0.0,0.03995102252650544,0.0,0.23512070815744887,0.0,0.00033865696657411643,2952.8404807852844
1.0,0.265,Au,-0.0687845171918914,-6.8784517191891394,-0.20516010304621465,0.0,0.03996895087891113,0.0,0.23512070815744887,0.0,0.0003389609850141506,2950.1920404150733
