L_support_nm,pzc_support_V,low_N_modes,high_N_modes,low_gl_order,high_gl_order,E_mix_low_modes_V,E_mix_high_modes_V,i_mix_avg_low_modes_A_per_m2,i_mix_avg_high_modes_A_per_m2,mode_delta_E_mV,mode_delta_i_percent,E_mix_gl64_V,E_mix_gl128_V,i_mix_avg_gl64_A_per_m2,i_mix_avg_gl128_A_per_m2,quadrature_delta_E_mV,quadrature_delta_i_percent,relative_balance_high,relative_balance_low_modes,relative_balance_gl64,E_tolerance_mV,i_tolerance_percent,passed
1.0,0.1,480,960,64,128,0.600356557565223,0.6003568752301423,0.06427850394767742,0.06427793296666569,0.0003176649192582204,0.0008882923165110521,0.6003570421505378,0.6003568752301423,0.06427764608961169,0.06427793296666569,0.0001669203955056986,0.000446309209271671,1.149063224936908e-15,7.386769400763662e-16,1.5594499080661561e-15,0.002,0.005,True
1.0,0.5,480,960,64,128,0.6119042770475631,0.6119044004353885,0.06037149479946391,0.06037129665539306,0.00012338782540144422,0.00032820799205073633,0.6119044727540525,0.6119044004353885,0.06037119680232855,0.06037129665539306,7.231866394619146e-05,0.00016539851749391445,2.3681901988809874e-14,2.6390815230259458e-14,2.2196358133632695e-14,0.002,0.005,True
1.0,0.9,480,960,64,128,0.6231436930865211,0.623143707509699,0.058898447459163415,0.058898363532893426,1.4423177985278812e-05,0.0001424931786994877,0.6231437164236129,0.623143707509699,0.058898328024876934,0.058898363532893426,8.9139138292893e-06,6.028696854923097e-05,4.68464032932721e-14,4.962307924158712e-14,4.774215680391468e-14,0.002,0.005,True
3.0,0.1,480,960,64,128,0.5820004738319814,0.5820013630825408,0.06576407207666309,0.06576219060784634,0.0008892505594104705,0.0028609372220006015,0.5820011944238471,0.5820013630825408,0.06576248406030215,0.06576219060784634,0.0001686586936777701,0.00044623079556769315,1.6044696865709965e-16,2.0857509188106694e-15,8.824543898132315e-16,0.002,0.005,True
3.0,0.5,480,960,64,128,0.6023348037418993,0.6023350752719744,0.05775978205412029,0.05775933090201933,0.0002715300750910643,0.0007810834544573606,0.6023349971145234,0.6023350752719744,0.05775943323778796,0.05775933090201933,7.815745095562932e-05,0.0001771758531783009,6.393720961921073e-16,1.8267631490355773e-16,1.6440967629749373e-15,0.002,0.005,True
3.0,0.9,480,960,64,128,0.6218534511738361,0.6218534775227673,0.05487427245225991,0.054874200811572,2.6348931259079222e-05,0.00013055423736523403,0.6218534676213658,0.6218534775227673,0.05487423834952793,0.054874200811572,9.90140147649754e-06,6.840724729889008e-05,3.2688011423744094e-15,8.460415440700297e-15,6.922162389764203e-15,0.002,0.005,True
6.0,0.1,960,1920,64,128,0.5747836586603905,0.5747842044896917,0.06624193210095637,0.06624098025052523,0.0005458293012017279,0.00143693035657616,0.5747844578190031,0.5747842044896917,0.06624048847237997,0.06624098025052523,0.00025332931141708315,0.0007424132227932703,7.964362918071148e-16,7.964248475722671e-16,3.1857688186218265e-16,0.002,0.005,True
6.0,0.5,960,1920,64,128,0.598576919109357,0.5985771066127387,0.056789352442886014,0.05678911787213502,0.00018750338171003023,0.0004130541041698291,0.5985772001641317,0.5985771066127387,0.05678898517284878,0.05678911787213502,9.355139307665183e-05,0.0002336708180926942,1.8579869754336535e-16,2.7869689514132867e-15,1.3005939219049115e-15,0.002,0.005,True
6.0,0.9,960,1920,64,128,0.6213473643728793,0.6213473846785333,0.053433963728620304,0.05343390428456277,2.0305654047092503e-05,0.00011124770348762381,0.6213473949644854,0.6213473846785333,0.05343387677308933,0.05343390428456277,1.0285952090072215e-05,5.148695005497114e-05,1.3822573876244653e-15,3.554372185443947e-15,1.5797235420647274e-15,0.002,0.005,True
15.0,0.1,1920,3840,64,128,0.5725655174971451,0.5725661540344751,0.06628610370939154,0.06628489644400375,0.0006365373299566102,0.0018212948419641267,0.5725659801448624,0.5725661540344751,0.06628525385789355,0.06628489644400375,0.0001738896127090328,0.0005392057343101695,4.775451739987063e-16,1.512198842228103e-15,1.5918086634924817e-16,0.002,0.005,True
15.0,0.5,1920,3840,64,128,0.5974184620924454,0.59741867926548,0.05646129338516169,0.05646099518581304,0.00021717303455570658,0.0005281482778249786,0.5974186134181623,0.59741867926548,0.05646109319888961,0.05646099518581304,6.584731770953312e-05,0.0001735940114129111,3.92444777339917e-15,2.990039654473024e-15,2.6162939738619063e-15,0.002,0.005,True
15.0,0.9,1920,3840,64,128,0.6211911602843101,0.6211911833454421,0.05298807690526956,0.05298801511244851,2.306113200400972e-05,0.00011661646291659706,0.6211911760549742,0.6211911833454421,0.052988033373129656,0.05298801511244851,7.290467896048369e-06,3.4461896366588906e-05,3.3851588877049514e-15,6.969436641284309e-16,4.0821019578151545e-15,0.002,0.005,True
1000.0,0.1,9600,11520,64,128,0.5724491883073602,0.5724686441826032,0.06642097505220013,0.0663792965157457,0.01945587524299075,0.06274905844376838,0.5724686441826026,0.5724686441826032,0.06637929651574838,0.0663792965157457,6.661338147750939e-13,4.03501270350574e-12,8.74254410488827e-16,5.559946153222639e-16,1.589553473615986e-16,0.03,0.1,True
1000.0,0.5,9600,11520,64,128,0.5973718402959466,0.5973777878374239,0.05648410515676167,0.05647432089821766,0.005947541477313578,0.01732214490582244,0.5973777878374239,0.5973777878374239,0.05647432089821775,0.05647432089821766,0.0,1.597285621430832e-13,4.29719049740858e-15,2.428426074520379e-15,4.297190497408573e-15,0.03,0.1,True
1000.0,0.9,9600,11520,64,128,0.6211856565788263,0.6211862197925904,0.05298163588132777,0.05298024870174399,0.00056321376407098,0.0026182271662657615,0.6211862197925904,0.6211862197925904,0.052980248701743886,0.05298024870174399,0.0,1.9645700257949609e-13,3.385655120449535e-15,7.966038767782132e-16,1.9915618355585506e-15,0.03,0.1,True
