L_support_nm,pzc_support_V,N_modes,gl_order,lambda_D_nm,E_mix_with_V,E_mix_no_V,i_mix_avg_with_A_per_m2,i_mix_avg_no_A_per_m2,i_mix_abs_with_A,i_mix_abs_no_A,phi_RP_Au_mean_mV,phi_RP_Pd_mean_mV,sigma_support_signed_mean_C_per_m2,sigma_support_signed_mean_uC_per_cm2,relative_balance_with,relative_balance_no,max_abs_phi_tilde_with_edl,debye_huckel_ok_with_edl,overlap_reference_L_support_nm,overlap_delta_phi_RP_Au_mean_vs_15nm_mV,overlap_delta_phi_RP_Pd_mean_vs_15nm_mV,overlap_active_RP_RMS_vs_15nm_mV
1.0,0.24,960,128,3.0412178890177213,0.6044489087529543,0.4670000000000001,0.06260823277872048,0.11756035407872445,2.504329311148819e-12,4.7024141631489785e-12,-175.71711925207921,-104.02303618507963,0.08250835498106285,8.250835498106285,2.4596903764820065e-13,1.7950514385510672e-15,7.609208981019465,False,15.0,-16.251522586229783,-26.86613304430945,22.202489625324375
3.0,0.24,960,128,3.0412178890177213,0.5892468650443766,0.46699999999999964,0.062282322906020315,0.1175603540787235,2.491292916240813e-12,4.7024141631489405e-12,-165.08059505050983,-86.3172252625614,0.06295055932023476,6.295055932023476,1.6094096142882415e-15,6.0134223191460756e-15,7.449544470115217,False,15.0,-5.614998384660396,-9.16032212179121,7.597358364415762
6.0,0.24,1920,128,3.0412178890177213,0.5832710128880183,0.4670000000000002,0.06210724478574933,0.11756035407872475,2.4842897914299734e-12,4.7024141631489906e-12,-160.78978938574434,-79.3330472673262,0.051670898452229864,5.1670898452229865,4.247227586603702e-16,4.308123452522561e-15,7.361788493244429,False,15.0,-1.32419271989491,-2.176144126556011,1.8012620046743482
15.0,0.24,3840,128,3.0412178890177213,0.5814321713595149,0.4670000000000002,0.061981914022353236,0.11756035407872475,2.4792765608941298e-12,4.7024141631489906e-12,-159.46559666584943,-77.15690314077018,0.042713500648433315,4.271350064843332,2.2981404829625054e-15,4.308123452522561e-15,7.330571345167806,False,15.0,0.0,0.0,0.0
1.0,0.26,960,128,3.0412178890177213,0.6050286020148967,0.4670000000000001,0.062397363235809,0.11756035407872445,2.4958945294323604e-12,4.7024141631489785e-12,-176.20673137387794,-104.51264830687835,0.07922994881022744,7.922994881022744,5.715552922078491e-14,1.7950514385510672e-15,7.612808702368358,False,15.0,-15.677287265573966,-26.291897723653534,21.64533693337188
3.0,0.26,960,128,3.0412178890177213,0.590269699121539,0.46699999999999964,0.0618490000282344,0.1175603540787235,2.4739600011293763e-12,4.7024141631489405e-12,-165.94747969103807,-87.18410990308959,0.06021518875456023,6.021518875456023,2.1324807455380384e-15,6.0134223191460756e-15,7.4595105634950585,False,15.0,-5.418035582734092,-8.963359319864779,7.405974610838858
6.0,0.26,1920,128,3.0412178890177213,0.5844683749508097,0.4670000000000002,0.06159494067293438,0.11756035407872475,2.4637976269173755e-12,4.7024141631489906e-12,-161.8068045631156,-80.3500624446974,0.049248586677753094,4.924858667775309,1.1134638028712701e-15,4.308123452522561e-15,7.3750422281966355,False,15.0,-1.2773604548116282,-2.129311861472587,1.755793087884279
15.0,0.26,3840,128,3.0412178890177213,0.5826829487553437,0.4670000000000002,0.06144930285349562,0.11756035407872475,2.457972114139825e-12,4.7024141631489906e-12,-160.52944410830398,-78.22075058322481,0.04053939974605149,4.053939974605149,8.585405891776609e-16,4.308123452522561e-15,7.344992835370562,False,15.0,0.0,0.0,0.0
1.0,0.28,960,128,3.0412178890177213,0.6056071563139549,0.4670000000000001,0.062193189340752346,0.11756035407872445,2.487727573630094e-12,4.7024141631489785e-12,-176.69710170458768,-105.00301863758808,0.07595145306596932,7.595145306596931,8.567543881890206e-15,1.7950514385510672e-15,7.616438359829544,False,15.0,-15.10138326487882,-25.71599372295846,21.087485740030758
3.0,0.28,960,128,3.0412178890177213,0.5912896297066537,0.46699999999999964,0.06143078439349248,0.1175603540787235,2.4572313757396994e-12,4.7024141631489405e-12,-166.81625234456996,-88.05288255662147,0.05747955594523091,5.747955594523091,6.110357719159371e-13,6.0134223191460756e-15,7.469551769634204,False,15.0,-5.2205339048610995,-8.765857641991843,7.214368803002487
6.0,0.28,1920,128,3.0412178890177213,0.58566214617645,0.4670000000000002,0.061101035523244966,0.11756035407872475,2.444041420929799e-12,4.7024141631489906e-12,-162.8261330425595,-81.36939092414131,0.0468259261501763,4.68259261501763,1.2951512251292236e-15,4.308123452522561e-15,7.388388216255468,False,15.0,-1.2304146028506295,-2.082366009511688,1.7102877378496437
15.0,0.28,3840,128,3.0412178890177213,0.5839299481088026,0.4670000000000002,0.060935967613258576,0.11756035407872475,2.4374387045303432e-12,4.7024141631489906e-12,-161.59571843970886,-79.28702491462963,0.03836491092433041,3.8364910924330413,6.926184681103544e-16,4.308123452522561e-15,7.359511168889998,False,15.0,0.0,0.0,0.0
1.0,0.3,960,128,3.0412178890177213,0.6061845998755562,0.4670000000000001,0.06199564335614084,0.11756035407872445,2.479825734245634e-12,4.7024141631489785e-12,-177.18821145450883,-105.49412838750924,0.07267286996806946,7.267286996806946,2.63802140349318e-15,1.7950514385510672e-15,7.62009721153548,False,15.0,-14.523833948054943,-25.13844440613458,20.52904210759713
3.0,0.3,960,128,3.0412178890177213,0.5923067141774897,0.46699999999999964,0.0610274168365006,0.1175603540787235,2.4410966734600242e-12,4.7024141631489405e-12,-167.6868757008689,-88.92350591292043,0.054743666074611876,5.474366607461188,4.981973627893711e-13,6.0134223191460756e-15,7.479666604181228,False,15.0,-5.0224981944150215,-8.56782193154578,7.022572917513175
6.0,0.3,1920,128,3.0412178890177213,0.5868523907492658,0.4670000000000002,0.06062517400156671,0.11756035407872475,2.4250069600626685e-12,4.7024141631489906e-12,-163.84773347501738,-82.39099135659914,0.04440292310327787,4.440292310327787,7.831903065140886e-16,4.308123452522561e-15,7.401824808445108,False,15.0,-1.1833559685634896,-2.035307375224491,1.6647533541005468
15.0,0.3,3840,128,3.0412178890177213,0.5851732350422292,0.4670000000000002,0.06044152534867298,0.11756035407872475,2.4176610139469196e-12,4.7024141631489906e-12,-162.6643775064539,-80.35568398137465,0.036190040921197104,3.6190040921197104,1.4838544300874983e-15,4.308123452522561e-15,7.3741246636156195,False,15.0,0.0,0.0,0.0
1.0,0.32,960,128,3.0412178890177213,0.6067609612885008,0.4670000000000001,0.061804659636108,0.11756035407872445,2.47218638544432e-12,4.7024141631489785e-12,-177.68004159204375,-105.9859585250442,0.06939420176488614,6.939420176488614,1.451127239886569e-15,1.7950514385510672e-15,7.623784506067917,False,15.0,-13.944664589333968,-24.559275047413635,19.970123451840983
3.0,0.32,960,128,3.0412178890177213,0.5933210119927369,0.46699999999999964,0.06063864669622159,0.1175603540787235,2.425545867848864e-12,4.7024141631489405e-12,-168.5593110965679,-89.79594130861942,0.05200752451301716,5.2007524513017165,2.295107769167519e-13,6.0134223191460756e-15,7.48985352895169,False,15.0,-4.823934093858128,-8.369257830988857,6.830622840687925
6.0,0.32,1920,128,3.0412178890177213,0.5880391759127634,0.4670000000000002,0.060167012703132114,0.11756035407872475,2.4066805081252848e-12,4.7024141631489906e-12,-164.87156254063478,-83.4148204222166,0.04197958406795302,4.197958406795302,4.384189799874372e-16,4.308123452522561e-15,7.415350277195637,False,15.0,-1.1361855379250017,-1.9881369445860315,1.6191982718335958
15.0,0.32,3840,128,3.0412178890177213,0.5864128785284124,0.4670000000000002,0.059965606045309844,0.11756035407872475,2.398624241812394e-12,4.7024141631489906e-12,-163.73537700270978,-81.42668347763056,0.03401479681859401,3.401479681859401,1.7595659964324835e-16,4.308123452522561e-15,7.388831551554084,False,15.0,0.0,0.0,0.0
1.0,0.34,960,128,3.0412178890177213,0.6073362694942176,0.4670000000000001,0.06162017461401719,0.11756035407872445,2.4648069845606878e-12,4.7024141631489785e-12,-178.17257285085006,-106.47848978385043,0.06611545073251013,6.611545073251013,1.7123197396586353e-15,1.7950514385510672e-15,7.6274994827401805,False,15.0,-13.363902347611884,-23.978512805691466,19.41085987700205
3.0,0.34,960,128,3.0412178890177213,0.5943325846494242,0.46699999999999964,0.06026423171779765,0.1175603540787235,2.410569268711906e-12,4.7024141631489405e-12,-169.4335185428574,-90.67014875490891,0.04927113681486381,4.9271136814863805,9.795988226204758e-14,6.0134223191460756e-15,7.500110953029749,False,15.0,-4.6248480396192235,-8.170171776749939,6.638558813898203
6.0,0.34,1920,128,3.0412178890177213,0.5892225719196424,0.4670000000000002,0.05972621999116398,0.11756035407872475,2.3890487996465595e-12,4.7024141631489906e-12,-165.89757498096407,-84.44083286254596,0.03955591586735907,3.955591586735907,1.4132947488510526e-15,4.308123452522561e-15,7.4289628176271485,False,15.0,-1.0889044777258903,-1.9408558843869912,1.5736318701607286
15.0,0.34,3840,128,3.0412178890177213,0.5876489508395171,0.4670000000000002,0.05950785244361814,0.11756035407872475,2.380314097744726e-12,4.7024141631489906e-12,-164.80867050323818,-82.49997697815897,0.03183918603723479,3.183918603723479,6.205854010353921e-16,4.308123452522561e-15,7.403629980138538,False,15.0,0.0,0.0,0.0
1.0,0.36,960,128,3.0412178890177213,0.6079105537759831,0.4670000000000001,0.061442126790591405,0.11756035407872445,2.4576850716236565e-12,4.7024141631489785e-12,-178.6657857370164,-106.97170267001684,0.06283661917391667,6.283661917391667,5.357918975410568e-13,1.7950514385510672e-15,7.631241371880616,False,15.0,-12.781576237383092,-23.396186695462774,18.851395744095257
3.0,0.36,960,128,3.0412178890177213,0.5953414956384975,0.46699999999999964,0.05990393795956289,0.1175603540787235,2.396157518382516e-12,4.7024141631489405e-12,-170.30945675437147,-91.54608696642299,0.046534508714659584,4.653450871465958,3.7429269345536295e-14,6.0134223191460756e-15,7.510437233917296,False,15.0,-4.425247254738167,-7.970570991868925,6.446425955597026
6.0,0.36,1920,128,3.0412178890177213,0.5904026519772284,0.4670000000000002,0.05930247584177752,0.11756035407872475,2.372099033671101e-12,4.7024141631489906e-12,-166.9257236341177,-85.4689815156995,0.03713192561161566,3.7131925611615655,3.8876432405786067e-14,4.308123452522561e-15,7.4426605489516895,False,15.0,-1.0415141344844017,-1.8934655411454315,1.5280646988651942
15.0,0.36,3840,128,3.0412178890177213,0.5888815274906638,0.4670000000000002,0.05906791986359264,0.11756035407872475,2.362716794543706e-12,4.7024141631489906e-12,-165.8842094996333,-83.57551597455407,0.029663216330811086,2.9663216330811086,6.252074655542399e-16,4.308123452522561e-15,7.418518013674772,False,15.0,0.0,0.0,0.0
1.0,0.38,960,128,3.0412178890177213,0.6084838437480002,0.4670000000000001,0.06127045672225166,0.11756035407872445,2.450818268890067e-12,4.7024141631489785e-12,-179.15966053633375,-107.46557746933415,0.05955770941810652,5.955770941810652,4.3052331824088543e-16,1.7950514385510672e-15,7.6350093951196065,False,15.0,-12.197717096483842,-22.812327554563467,18.291891520869974
3.0,0.38,960,128,3.0412178890177213,0.5963478103979424,0.46699999999999964,0.05955753970354553,0.1175603540787235,2.3823015881418212e-12,4.7024141631489405e-12,-171.1870831796703,-92.42371339172183,0.04379764612276906,4.379764612276906,1.1781285601935246e-14,6.0134223191460756e-15,7.520830678746748,False,15.0,-4.225139739820406,-7.77046347695115,6.254274876739965
6.0,0.38,1920,128,3.0412178890177213,0.5915794921885027,0.4670000000000002,0.058895471695825326,0.11756035407872475,2.3558188678330132e-12,4.7024141631489906e-12,-167.95595947275828,-86.49921735434012,0.03470762069207737,3.470762069207737,7.634636711067513e-13,4.308123452522561e-15,7.456441515988301,False,15.0,-0.9940160329083767,-1.845967439569435,1.4825086275683934
15.0,0.38,3840,128,3.0412178890177213,0.590110687178395,0.4670000000000002,0.05864547603746785,0.11756035407872475,2.3458190414987143e-12,4.7024141631489906e-12,-166.9619434398499,-84.65324991477068,0.027486895779674517,2.748689577967452,8.995872186746526e-17,4.308123452522561e-15,7.433493634918539,False,15.0,0.0,0.0,0.0
1.0,0.4,960,128,3.0412178890177213,0.6090561693446984,0.4670000000000001,0.06110510701035952,0.11756035407872445,2.444204280414381e-12,4.7024141631489785e-12,-179.6541773214177,-107.96009425441815,0.0562787238192647,5.62787238192647,2.499475311160378e-13,1.7950514385510672e-15,7.63880276567081,False,15.0,-11.612357550572,-22.226968008651667,17.732525972629382
3.0,0.4,960,128,3.0412178890177213,0.5973515962638799,0.46699999999999964,0.059224819369912855,0.1175603540787235,2.3689927747965143e-12,4.7024141631489405e-12,-172.06635403303972,-93.30298424509121,0.04106055512099651,4.106055512099651,3.0286770345284062e-15,6.0134223191460756e-15,7.531289545546075,False,15.0,-4.02453426219401,-7.569857999324725,6.062162409467186
6.0,0.4,1920,128,3.0412178890177213,0.5927531714891293,0.4670000000000002,0.058504910317779914,0.11756035407872475,2.340196412711197e-12,4.7024141631489906e-12,-168.98823164466734,-87.53148952624919,0.03228300877521762,3.2283008775217623,3.332862806912792e-13,4.308123452522561e-15,7.470303690780849,False,15.0,-0.9464118738216314,-1.7983632804827039,1.436977021997757
15.0,0.4,3840,128,3.0412178890177213,0.591336511714291,0.4670000000000002,0.05824020095019495,0.11756035407872475,2.3296080380077983e-12,4.7024141631489906e-12,-168.0418197708457,-85.73312624576648,0.025310232784020507,2.5310232784020505,7.356384793035273e-13,4.308123452522561e-15,7.448554746777228,False,15.0,0.0,0.0,0.0
1.0,0.42,960,128,3.0412178890177213,0.6096275608096334,0.4670000000000001,0.0609460222901091,0.11756035407872445,2.437840891604364e-12,4.7024141631489785e-12,-180.14931595909817,-108.45523289209856,0.05299966475588734,5.299966475588734,1.3850084043291828e-15,1.7950514385510672e-15,7.642620688622909,False,15.0,-11.025531974810491,-21.64014243289013,17.17349876762654
3.0,0.42,960,128,3.0412178890177213,0.5983529224197246,0.46699999999999964,0.05890556743513983,0.1175603540787235,2.3562226974055934e-12,4.7024141631489405e-12,-172.94722432755236,-94.18385453960387,0.038323241957994005,3.8323241957994005,8.956151850075367e-17,6.0134223191460756e-15,7.541812044554179,False,15.0,-3.8234403432646786,-7.368764080395437,5.870152473787624
6.0,0.42,1920,128,3.0412178890177213,0.5939237715802318,0.4670000000000002,0.0581305056605299,0.11756035407872475,2.3252202264211962e-12,4.7024141631489906e-12,-170.02248751605208,-88.56574539763395,0.029858097796099714,2.9858097796099714,1.289637845556402e-13,4.308123452522561e-15,7.484244974325099,False,15.0,-0.8987035317643972,-1.7506549384255123,1.3914849534650806
15.0,0.42,3840,128,3.0412178890177213,0.5925590859538173,0.4670000000000002,0.0578517866871047,0.11756035407872475,2.314071467484188e-12,4.7024141631489906e-12,-169.12378398428768,-86.81509045920843,0.02313323605658248,2.313323605658248,3.771738250672422e-13,4.308123452522561e-15,7.4636991741336995,False,15.0,0.0,0.0,0.0
1.0,0.44,960,128,3.0412178890177213,0.6101980486847349,0.4670000000000001,0.06079314922052857,0.11756035407872445,2.4317259688211433e-12,4.7024141631489785e-12,-180.6450561175772,-108.95097305057762,0.0497205346299361,4.97205346299361,1.1281491049349408e-15,1.7950514385510672e-15,7.646462361222259,False,15.0,-10.43727645278318,-21.051886910862805,16.615033587982584
3.0,0.44,960,128,3.0412178890177213,0.5993518598435383,0.46699999999999964,0.058599582353789606,0.1175603540787235,2.3439832941515844e-12,4.7024141631489405e-12,-173.82964790930055,-95.06627812135204,0.03558571304450627,3.558571304450627,9.002917522156178e-16,6.0134223191460756e-15,7.552396339582769,False,15.0,-3.6218682445065156,-7.167191981637231,5.678317113468115
6.0,0.44,1920,128,3.0412178890177213,0.5950913768578374,0.4670000000000002,0.05777198273715231,0.11756035407872475,2.3108793094860927e-12,4.7024141631489906e-12,-171.05867271699918,-89.60193059858106,0.02743289595152425,2.743289595152425,4.264591137190149e-14,4.308123452522561e-15,7.498263198381306,False,15.0,-0.8508930522051514,-1.7028444588662524,1.3460494488284036
15.0,0.44,3840,128,3.0412178890177213,0.5937784977212244,0.4670000000000002,0.05747993728953276,0.11756035407872475,2.2991974915813107e-12,4.7024141631489906e-12,-170.20777966479403,-87.89908613971481,0.020955914614920836,2.0955914614920834,1.457511548979401e-13,4.308123452522561e-15,7.478924665771345,False,15.0,0.0,0.0,0.0
1.0,0.46,960,128,3.0412178890177213,0.6107676637992924,0.4670000000000001,0.06064643647436867,0.11756035407872445,2.425857458974747e-12,4.7024141631489785e-12,-181.1413772737612,-109.44729420676161,0.04644133586597194,4.644133586597194,1.1308782653421308e-15,1.7950514385510672e-15,7.65032697316229,False,15.0,-9.847628732562498,-20.462239190642137,16.057381859279573
3.0,0.46,960,128,3.0412178890177213,0.6003484812537189,0.46699999999999964,0.05830667048380123,0.1175603540787235,2.3322668193520495e-12,4.7024141631489405e-12,-174.71357749271306,-95.95020770476454,0.03284797494846534,3.284797494846534,1.0857773953884782e-15,6.0134223191460756e-15,7.563040549421425,False,15.0,-3.419828951514347,-6.9651526886450625,5.486737739028323
6.0,0.46,1920,128,3.0412178890177213,0.5962560743386512,0.4670000000000002,0.05742907749837529,0.11756035407872475,2.297163099935012e-12,4.7024141631489906e-12,-172.09673118929294,-90.63998907087472,0.025007411692820083,2.500741169282008,1.3228434285081361e-14,4.308123452522561e-15,7.512356127381276,False,15.0,-0.802982648094229,-1.6549340547552447,1.3006897898286616
