run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,converged,method,iterations,out_of_plane_width_m,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,use_edl_case,C_tot_M,phi2_1_meanV,phi2_2_meanV,scan_param,scan_value,scan_value_M
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,163.78937069540646,7.514579428724564e-10,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0001297381015688604,1.08115084640717,4.075938690955031e-05,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4900071539775093,2.684546504875478,2.684546504875478,2.017323794099169e-09,2.017323794099169e-09,1.092459456231154e-13,1.092459456231154e-13,8.209373356510253e-23,8.209373356510253e-23,True,brentq,12,1.0,0.014086858557410806,-0.005104543405416864,0.004189557914721696,-0.001512834814818816,2.638690906564574,False,with_edl_FULL,0.16378937069540647,,,C_tot,163.78937069540646,0.16378937069540647
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,163.78937069540646,7.514579428724564e-10,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0001297381015688604,1.08115084640717,4.075938690955031e-05,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,2.6530136481690625,2.6530136481690625,1.9936281784656743e-09,1.9936281784656743e-09,2.8688962316891775e-10,2.8688962316891775e-10,2.1558548605796913e-19,2.1558548605796913e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.16378937069540647,,,C_tot,163.78937069540646,0.16378937069540647
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,372.7593720314942,4.981191641898247e-10,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,8.599953640788652e-05,0.7166628033990543,2.7018187688144348e-05,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49072140279483606,4.027211901485422,4.027211901485422,2.006031426383233e-09,2.006031426383233e-09,1.4310330698208418e-11,1.4310330698208418e-11,7.128249966671568e-21,7.128249966671568e-21,True,brentq,12,1.0,0.007729633755577842,-0.0028032289203634504,0.0022981597791171936,-0.0008299044755971252,2.147168877367079,False,with_edl_FULL,0.3727593720314942,,,C_tot,372.7593720314942,0.3727593720314942
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,372.7593720314942,4.981191641898247e-10,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,8.599953640788652e-05,0.7166628033990543,2.7018187688144348e-05,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4915721295774951,4.00231173941731,4.00231173941731,1.993628178465674e-09,1.993628178465674e-09,4.327951330651558e-10,4.327951330651558e-10,2.1558354994783938e-19,2.1558354994783938e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.3727593720314942,,,C_tot,372.7593720314942,0.3727593720314942
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,848.3428982440726,3.3018840786314373e-10,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,5.700653989025659e-05,0.47505449908547154,1.7909554615522278e-05,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49110570439841716,6.057656942553071,6.057656942553071,2.0001681012427176e-09,2.0001681012427176e-09,1.7604406821192242e-10,1.7604406821192242e-10,5.812771059664534e-20,5.812771059664534e-20,True,brentq,12,1.0,0.004291670411106795,-0.001557843256821682,0.0012752924379341598,-0.00046055905662922624,1.6979807955194737,False,with_edl_FULL,0.8483428982440726,,,C_tot,848.3428982440726,0.8483428982440726
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,848.3428982440726,3.3018840786314373e-10,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,5.700653989025659e-05,0.47505449908547154,1.7909554615522278e-05,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4915721295774951,6.0378503030063735,6.0378503030063735,1.9936281784656743e-09,1.9936281784656743e-09,6.529115026410182e-10,6.529115026410182e-10,2.1558380953257054e-19,2.1558380953257054e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.8483428982440726,,,C_tot,848.3428982440726,0.8483428982440726
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,1930.6977288832495,2.1887209432008617e-10,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,3.778794312153294e-05,0.3148995260127745,1.1871712130681598e-05,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.491307318794561,9.124878703206587,9.124878703206587,1.9971813121875777e-09,1.9971813121875777e-09,5.916014345075382e-10,5.916014345075382e-10,1.2948504497343217e-19,1.2948504497343217e-19,True,brentq,12,1.0,0.002469860764246154,-0.0008973046454768854,0.0007333285925305844,-0.0002648500701649112,1.2909820571032977,False,with_edl_FULL,1.9306977288832494,,,C_tot,1930.6977288832495,1.9306977288832494
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,1930.6977288832495,2.1887209432008617e-10,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,3.778794312153294e-05,0.3148995260127745,1.1871712130681598e-05,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,9.108644867034183,9.108644867034183,1.9936281784656743e-09,1.9936281784656743e-09,9.849845383769207e-10,9.849845383769207e-10,2.1558562878745992e-19,2.1558562878745992e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,1.9306977288832494,,,C_tot,1930.6977288832495,1.9306977288832494
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,4393.970560760795,1.4508381436551304e-10,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,2.5048505804862314e-05,0.2087375483738526,7.869405573694244e-06,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4914141489728822,13.755104728759973,13.755104728759973,1.9956430610456025e-09,1.9956430610456025e-09,1.1994636395229463e-09,1.1994636395229463e-09,1.740227600147298e-19,1.740227600147298e-19,True,brentq,12,1.0,0.0014928523893667546,-0.0005426943585330405,0.0004428306398341274,-0.0001599404354013044,0.9450657755447702,True,with_edl_FULL,4.393970560760795,,,C_tot,4393.970560760795,4.393970560760795
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,4393.970560760795,1.4508381436551304e-10,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,2.5048505804862314e-05,0.2087375483738526,7.869405573694244e-06,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,13.741217014346482,13.741217014346482,1.9936281784656743e-09,1.9936281784656743e-09,1.4859402597267035e-09,1.4859402597267035e-09,2.1558588080043128e-19,2.1558588080043128e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,4.393970560760795,,,C_tot,4393.970560760795,4.393970560760795
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10000.0,9.617175390145178e-11,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,1.6603910962771898e-05,0.1383659246897658,5.216395360804171e-06,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49147348172464916,20.7422843629773,20.7422843629773,1.9948218671101844e-09,1.9948218671101844e-09,2.0320634064319165e-09,2.0320634064319165e-09,1.9542710183551606e-19,1.9542710183551606e-19,True,brentq,12,1.0,0.0009426894489274233,-0.00034281519942676075,0.0002794104333771023,-0.00010091927572204781,0.6712743129600653,True,with_edl_FULL,10.0,,,C_tot,10000.0,10.0
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10000.0,9.617175390145178e-11,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,1.6603910962771898e-05,0.1383659246897658,5.216395360804171e-06,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,20.729872312701776,20.729872312701776,1.9936281784656743e-09,1.9936281784656743e-09,2.2416699607674673e-09,2.2416699607674673e-09,2.1558533179520593e-19,2.1558533179520593e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,10.0,,,C_tot,10000.0,10.0
ofat_compare:lambda_D:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.0412178890177225e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0005250617670899844,4.37551472574987,0.0001649569051607701,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4817902796224986,0.7082159255330205,0.7082159255330205,2.153838942018265e-09,2.153838942018265e-09,3.3306690738754696e-15,3.3306690738754696e-15,1.0129290369868168e-23,1.0129290369868168e-23,True,brentq,12,1.0,0.0948128819600079,-0.034297944500687044,0.028224808080167755,-0.010190756289682773,3.8083684750190674,False,with_edl_FULL,0.0001,,,lambda_D,3.0412178890177225e-09,
ofat_compare:lambda_D:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.0412178890177225e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0005250617670899844,4.37551472574987,0.0001649569051607701,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.6555361211259981,0.6555361211259981,1.993628178465674e-09,1.993628178465674e-09,7.088785114461871e-11,7.088785114461871e-11,2.1558540101503986e-19,2.1558540101503986e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,lambda_D,3.0412178890177225e-09,
ofat_compare:lambda_D:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,4.225758554197105e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0007295709596391302,6.079757996992751,0.00022920687648662674,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.47785534376505134,0.5242585467025707,0.5242585467025707,2.2153900383393306e-09,2.2153900383393306e-09,2.778888230636767e-13,2.778888230636767e-13,1.1742910711770976e-21,1.1742910711770976e-21,True,brentq,12,1.0,0.1411272162103757,-0.051039448343200206,0.04213865619063383,-0.015214281588455836,3.8634707331624654,False,with_edl_FULL,0.0001,,,lambda_D,4.225758554197105e-09,
ofat_compare:lambda_D:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,4.225758554197105e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0007295709596391302,6.079757996992751,0.00022920687648662674,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4915721295774951,0.4717799545091293,0.4717799545091293,1.9936281784656743e-09,1.9936281784656743e-09,5.1016635360667806e-11,5.1016635360667806e-11,2.1558398328169652e-19,2.1558398328169652e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,lambda_D,4.225758554197105e-09,
ofat_compare:lambda_D:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,5.8716724713656395e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0010137355612440605,8.447796343700505,0.00031848192215750906,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.47308144506121647,0.38868145286498207,0.38868145286498207,2.2822101869177165e-09,2.2822101869177165e-09,7.388534228880417e-14,7.388534228880417e-14,4.33830530354599e-22,4.33830530354599e-22,True,brentq,14,1.0,0.20397978076636925,-0.07375495747174235,0.0616922180046472,-0.02227406222420243,3.835385659270983,False,with_edl_FULL,0.0001,,,lambda_D,5.8716724713656395e-09,
ofat_compare:lambda_D:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,5.8716724713656395e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0010137355612440605,8.447796343700505,0.00031848192215750906,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4915721295774951,0.3395332740693546,0.3395332740693546,1.9936281784656743e-09,1.9936281784656743e-09,3.6715908091622396e-11,3.6715908091622396e-11,2.1558378680277015e-19,2.1558378680277015e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,lambda_D,5.8716724713656395e-09,
ofat_compare:lambda_D:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,8.158662443397333e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0014085809948344446,11.738174956953705,0.00044252919587715466,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4675834450592786,0.2871111099426745,0.2871111099426745,2.3424426297714214e-09,2.3424426297714214e-09,6.7884031729192884e-12,6.7884031729192884e-12,5.53842900175359e-20,5.53842900175359e-20,True,brentq,14,1.0,0.2829641044738976,-0.10229600621388969,0.08876422003885635,-0.03204859978101313,3.7400836623106173,False,with_edl_FULL,0.0001,,,lambda_D,8.158662443397333e-09,
ofat_compare:lambda_D:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,8.158662443397333e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0014085809948344446,11.738174956953705,0.00044252919587715466,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4915721295774951,0.2443572328548883,0.2443572328548883,1.9936281784656743e-09,1.9936281784656743e-09,2.6423835342015423e-11,2.6423835342015423e-11,2.1558315301541635e-19,2.1558315301541635e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,lambda_D,8.158662443397333e-09,
ofat_compare:lambda_D:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,1.1336424705211914e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.00195721694578209,16.310141214850752,0.0006148923237998733,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.46159606762816263,0.20948713017803722,0.20948713017803722,2.3748350779742455e-09,2.3748350779742455e-09,-1.5161283339892861e-10,-1.5161283339892861e-10,-1.7187474701707923e-18,-1.7187474701707923e-18,True,brentq,14,1.0,0.3726248183352234,-0.1346905882573088,0.12602334119578498,-0.04550178571438549,3.5972599659016815,False,with_edl_FULL,0.0001,,,lambda_D,1.1336424705211914e-08,
ofat_compare:lambda_D:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,1.1336424705211914e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.00195721694578209,16.310141214850752,0.0006148923237998733,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4915721295774951,0.17586039957986974,0.17586039957986974,1.9936281784656743e-09,1.9936281784656743e-09,1.9016871410926228e-11,1.9016871410926228e-11,2.1558333087866224e-19,2.1558333087866224e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,lambda_D,1.1336424705211914e-08,
ofat_compare:lambda_D:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,1.5751911050192293e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.00271954412767497,22.66286773062475,0.0008543901134445531,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4554117559761541,0.14946730199873162,0.14946730199873162,2.3543956459962493e-09,2.3543956459962493e-09,2.4369395390522186e-14,2.4369395390522186e-14,3.8386454853847157e-22,3.8386454853847157e-22,True,brentq,15,1.0,0.46399321354943013,-0.1676985112046674,0.1768657855579443,-0.06386032206687779,3.426122923298509,False,with_edl_FULL,0.0001,,,lambda_D,1.5751911050192293e-08,
ofat_compare:lambda_D:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,1.5751911050192293e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.00271954412767497,22.66286773062475,0.0008543901134445531,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4915721295774951,0.12656421002588994,0.12656421002588994,1.993628178465674e-09,1.993628178465674e-09,1.3686163313764155e-11,1.3686163313764155e-11,2.1558322713681797e-19,2.1558322713681797e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,lambda_D,1.5751911050192293e-08,
ofat_compare:lambda_D:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,2.1887209432008604e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0037787943121532917,31.48995260127743,0.0011871712130681591,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4492975734213675,0.10374627920609747,0.10374627920609747,2.2707165407754947e-09,2.2707165407754947e-09,1.4801077030668353e-12,1.4801077030668353e-12,3.2395427278953025e-20,3.2395427278953025e-20,True,brentq,15,1.0,0.5492002418696289,-0.19847773451627776,0.24395745550818854,-0.08808718494953485,3.2425122240389275,False,with_edl_FULL,0.0001,,,lambda_D,2.1887209432008604e-08,
ofat_compare:lambda_D:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,2.1887209432008604e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0037787943121532917,31.48995260127743,0.0011871712130681591,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4915721295774951,0.09108644867034187,0.09108644867034187,1.993628178465674e-09,1.993628178465674e-09,9.849732141020695e-12,9.849732141020695e-12,2.1558315021970645e-19,2.1558315021970645e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,lambda_D,2.1887209432008604e-08,
ofat_compare:lambda_D:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.0412178890177224e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0052506176708998435,43.75514725749869,0.0016495690516077008,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4434945442360359,0.07038215501102203,0.07038215501102203,2.1404746888713854e-09,2.1404746888713854e-09,3.0601937650587274e-11,3.0601937650587274e-11,9.306716022157099e-19,9.306716022157099e-19,True,brentq,15,1.0,0.6248610819651623,-0.2258064447072298,0.32671611748407925,-0.11797227973451498,3.059655711817543,False,with_edl_FULL,0.0001,,,lambda_D,3.0412178890177224e-08,
ofat_compare:lambda_D:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.0412178890177224e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0052506176708998435,43.75514725749869,0.0016495690516077008,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259983,0.06555361211259983,1.9936281784656747e-09,1.9936281784656747e-09,7.08880176780724e-12,7.08880176780724e-12,2.1558590747955834e-19,2.1558590747955834e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,lambda_D,3.0412178890177224e-08,
ofat_compare:lambda_D:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,4.225758554197105e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.007295709596391302,60.79757996992751,0.002292068764866267,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4382321999292326,0.04722458142812104,0.04722458142812104,1.9955967893826023e-09,1.9955967893826023e-09,5.759281940243e-16,5.759281940243e-16,2.4337334925014757e-23,2.4337334925014757e-23,True,brentq,16,1.0,0.6912945079270246,-0.24980064770099317,0.42021056243519994,-0.15173484004992913,2.8892266876103694,False,with_edl_FULL,0.0001,,,lambda_D,4.225758554197105e-08,
