material,y_nm,phi_tilde,phi_s_mV,c_Red1_over_c_bulk,c_Ox2_over_c_bulk
Au,6.652664132226263,-0.9955199617566567,-25.56327286821126,0.3695312524629528,2.70613106018754
Au,6.716022838247467,-0.9749945117040272,-25.03621394363445,0.37719442371211276,2.651152660632208
Au,6.779381544268669,-0.9548922516586772,-24.520021824392312,0.384853609657133,2.5983905955589255
Au,6.8427402502898715,-0.9352044563657752,-24.01447246066297,0.39250560705715465,2.547734304988884
Au,6.906098956311074,-0.9159225804662093,-23.51934642204309,0.4001472876735969,2.499079790878671
Au,6.969457662332276,-0.8970382547875346,-23.034428802305662,0.4077756004468902,2.4523291705145627
Au,7.032816368353479,-0.8785432827113844,-22.55950912612126,0.4153875734237314,2.4073902638871507
Au,7.096175074374681,-0.860429636615784,-22.09438125770266,0.4229803154424223,2.364176212205137
Au,7.159533780395884,-0.8426894543908127,-21.6388433113329,0.43055101758423414,2.3226051249649116
Au,7.222892486417086,-0.825315036026107,-21.192697563738136,0.43809695439904556,2.2825997532252615
Au,7.286251192438289,-0.8082988402687197,-20.755750368267112,0.44561548491376246,2.2440871869466665
Au,7.349609898459492,-0.7916334813498901,-20.327812070840128,0.45310405343222376,2.206998574444627
Au,7.412968604480694,-0.775311725779299,-19.90869692763092,0.4605601901354576,2.171268862178221
Au,7.476327310501897,-0.7593264892054182,-19.498223024445732,0.46798151149125294,2.1368365532506535
Au,7.539686016523099,-0.7436708333405952,-19.096212197764682,0.4753657204820747,2.1036434831394377
Au,7.603044722544301,-0.7283379629495329,-18.702489957410997,0.4827106066603755,2.071634611301545
Au,7.666403428565504,-0.7133212228998657,-18.316885410814802,0.4900140460403373,2.04075782741477
Au,7.729762134586706,-0.6986140952735385,-17.939231188838175,0.49727400083503576,2.0109637711217023
Au,7.793120840607909,-0.6842101965377487,-17.569363373129743,0.5044885190479291,1.9822056642383068
Au,7.856479546629112,-0.6701032747742168,-17.207121424977,0.5116557339274725,1.954439154475987
Au,7.919838252650314,-0.6562872069655802,-16.852348115625503,0.518773863293525,1.9276221698050249
Au,7.983196958671517,-0.6427559963377368,-16.50488945803471,0.5258412087440548,1.9017147826592928
Au,8.046555664692718,-0.6295037697569874,-16.16459464004103,0.5328561547504739,1.8766790832476739
Au,8.109914370713922,-0.6165247751808368,-15.83131595889865,0.5398171676497422,1.8524790612973712
Au,8.173273076735125,-0.6038133791613604,-15.504908757170233,0.5467227945411609,1.8290804956088462
Au,8.236631782756326,-0.5913640644000406,-15.18523135993924,0.5535716620955641,1.8064508508518415
Au,8.29999048877753,-0.5791714273530195,-14.87214501331684,0.5603624752843699,1.7845591810774357
Au,8.363349194798731,-0.5672301758857282,-14.565513824216774,0.5670940160357127,1.7633760394626083
Au,8.426707900819935,-0.5555351269758676,-14.26520470137176,0.5737651418246318,1.7428733938417693
Au,8.490066606841136,-0.5440812044637527,-13.971087297566138,0.5803747842040201,1.723024547614509
Au,8.55342531286234,-0.5328634368490386,-13.683033953059503,0.5869219472827865,1.7038040656506364
Au,8.616784018883541,-0.5218769551328731,-13.400919640176845,0.5934057061574098,1.6851877048427553
Au,8.680142724904744,-0.5111169907045386,-13.124621909041045,0.5998252053028057,1.6671523489833622
Au,8.743501430925948,-0.5005788732716705,-12.85402083442441,0.6061796569281438,1.649675947668002
Au,8.806860136947149,-0.49025802883314323,-12.58899896369579,0.6124683393030071,1.6327374589485006
Au,8.870218842968352,-0.48014997769375756,-12.329441265841098,0.6186905950589973,1.6163167954810138
Au,8.933577548989554,-0.47025033251985876,-12.075235081534865,0.624845829471642,1.6003947739326057
Au,8.996936255010757,-0.4605547964350402,-11.82627007424113,0.6309335087271991,1.5849530674275483
Au,9.060294961031959,-0.4510591611551151,-11.58243818232265,0.636953158178687,1.5699741608306241
Au,9.123653667053162,-0.4417593051615359,-11.343633572137398,0.6429043605952343,1.555441308679487
Au,9.187012373074364,-0.432651191912478,-11.109752592102211,0.6487867544085839,1.5413384955917795
Au,9.250371079095567,-0.4237308680908038,-10.880693727703466,0.6546000319603569,1.5276503989852552
Au,9.31372978511677,-0.41499446188815114,-10.656357557435356,0.6603439377534422,1.514362353960729
Au,9.377088491137972,-0.40643818132440185,-10.436646709646691,0.6660182667106529,1.5014603202083692
Au,9.440447197159175,-0.39805831260179475,-10.221465820277285,0.671622862443574,1.4889308508076797
Au,9.503805903180377,-0.38985121849297866,-10.010721491465887,0.6771576155343074,1.4767610628006533
Au,9.56716460920158,-0.3818133367622952,-9.804322251011383,0.6826224618326224,1.4649386094259493
Au,9.630523315222781,-0.3739411786196161,-9.602178512669944,0.6880173807708133,1.4534516539097604
Au,9.693882021243985,-0.36623132720605434,-9.404202537270649,0.6933423936983871,1.4422888447161835
Au,9.757240727265186,-0.35868043611090095,-9.21030839463292,0.6985975622385086,1.4314392921665957
Au,9.82059943328639,-0.35128522791913463,-9.020411926269018,0.7037829866679688,1.4208925463436652
Au,9.883958139307593,-0.3440424927888837,-8.83443070885568,0.7088988043222627,1.4106385762013556
Au,9.947316845328794,-0.33694908705821464,-8.652284018458776,0.7139451880272133,1.400667749807543
Au,10.010675551349998,-0.33000193188064414,-8.473892795495583,0.7189223445584225,1.3909708156507798
Au,10.0740342573712,-0.32319801188878855,-8.299179610419543,0.7238305131296814,1.3815388849472834
Au,10.137392963392402,-0.31653437388556177,-8.128068630112443,0.7286699639113426,1.3723634148884312
Au,10.200751669413604,-0.31000812556236007,-7.960485584969555,0.7334409965795214,1.363436192772976
Au,10.264110375434807,-0.303616434243673,-7.7963577366633725,0.7381439388968734,1.3547493209718149
Au,10.327469081456009,-0.2973565256575816,-7.635613846572065,0.7427791453255732,1.3462952026765402
Au,10.390827787477212,-0.291225682731601,-7.478184144858767,0.7473469956730235,1.338066528386121
Au,10.454186493498415,-0.2852212444133551,-7.324000300188476,0.7518478937707006,1.3300562630890085
Au,10.517545199519617,-0.27934060451556264,-7.17299539006925,0.7562822661864674,1.3222576341006547
Au,10.58090390554082,-0.27358121058483886,-7.025103871804948,0.760650560970576,1.3146641195189792
Au,10.644262611562022,-0.26794056279382095,-6.880261554046873,0.7649532464355102,1.3072694372626674
Au,10.707621317583225,-0.26241621285613254,-6.7384055689318965,0.7691908099697329,1.300067534659377
Au,10.770980023604427,-0.2570057629637221,-6.599474344795096,0.7733637568853318,1.2930525785529823
Au,10.83433872962563,-0.25170686474610976,-6.4634075794449775,0.7774726092994887,1.2862189459008864
Au,10.897697435646831,-0.24651721825109246,-6.3301462139896945,0.781517905049634,1.2795612148342146
Au,10.961056141668035,-0.24143457094646434,-6.199632407202918,0.7855001966420921,1.273074156155359
Au,11.024414847689238,-0.23645671674232027,-6.071809510418241,0.7894200502339657,1.2667527252489006
Au,11.08777355371044,-0.23158149503351674,-5.946622042941184,0.7932780446479615,1.2605920543833744
Au,11.151132259731643,-0.22680678976187535,-5.824015667968172,0.797074770419815,1.2545874453827028
Au,11.214490965752844,-0.22213052849772164,-5.703937169001992,0.8008108288779269,1.2487343626473824
Au,11.277849671774048,-0.2175506815403597,-5.586334426753507,0.8044868312547934,1.2430284265066913
Au,11.34120837779525,-0.2130652610370955,-5.471156396519653,0.8081033978297708,1.2374654068842967
Au,11.404567083816453,-0.20867232012042056,-5.358353086027782,0.8116611571026948,1.23204121726066
Au,11.467925789837654,-0.20436995206298847,-5.247875533736876,0.8151607449978382,1.2267519089166297
Au,11.531284495858857,-0.20015628945001063,-5.139675787586067,0.8186028040976748,1.2215936654434927
Au,11.59464320188006,-0.19602950336871836,-5.033706884181399,0.8219879829058921,1.2165627975056275
Au,11.658001907901262,-0.1919878026145352,-4.929922828411662,0.8253169351390773,1.2116557378426824
Au,11.721360613922466,-0.18802943291361507,-4.828278573484491,0.8285903190464919,1.2068690364989532
Au,11.784719319943667,-0.1841526761614124,-4.728730001374129,0.8318087967573246,1.2021993562683424
Au,11.84807802596487,-0.1803558496769495,-4.631233903672272,0.834973033654816,1.1976434683439219
Au,11.911436731986072,-0.17663730547246018,-4.535747962833748,0.8380836977766293,1.1931982481617553
Au,11.974795438007275,-0.17299542953809055,-4.442230733808842,0.8411414592408378,1.1888606714292007
Au,12.038154144028477,-0.16942864114135003,-4.350641626054381,0.8441469896968964,1.1846278103284655
Au,12.10151285004968,-0.16593539214100325,-4.260940885915631,0.8471009618009597,1.1804968298866911
Au,12.164871556070882,-0.16251416631511056,-4.17308957937152,0.8500040487149071,1.176464984504329
Au,12.228230262092085,-0.15916347870292086,-4.087049575135545,0.8528569236284359,1.1725296146340132
Au,12.291588968113288,-0.15588187496033504,-4.0027835281051685,0.8556602593035851,1.1686881436025693
Au,12.35494767413449,-0.1526679307286566,-3.9202548631523984,0.858414727641054,1.1649380745691842
Au,12.418306380155693,-0.14952025101635827,-3.839427759248596,0.8611209992676828,1.1612769876131497
Au,12.481665086176895,-0.1464374695935956,-3.7602671339166074,0.8637797431444685,1.1577025369449403
Au,12.545023792198098,-0.14341824839920272,-3.682738628003415,0.8663916261944943,1.1542124482347111
Au,12.6083824982193,-0.14046127695991686,-3.606808590766805,0.8689573129501554,1.150804516052633
Au,12.671741204240503,-0.13756527182157488,-3.5324440652694507,0.8714774652190752,1.1474766014157536
Au,12.735099910261704,-0.134728975992039,-3.459612774074188,0.8739527417681084,1.1442266294363734
Au,12.798458616282907,-0.1319511583956074,-3.3882831052342,0.8763837980248418,1.1410525870671724
Au,12.86181732230411,-0.12923061333867397,-3.3184240985720592,0.8787712857960063,1.1379525209385768
Au,12.925176028325312,-0.12656615998640464,-3.250005432241659,0.881115853002232,1.1349245352840869
Au,12.988534734346516,-0.12395664185020362,-3.1829974095672147,0.8834181434285767,1.1319667899495078
Au,13.051893440367717,-0.12140092628574775,-3.1173709461536263,0.8856787964902789,1.1290774984822343
Au,13.11525214638892,-0.11889790400136865,-3.0530975572625687,0.8878984470131925,1.126254926296928
Au,13.178610852410122,-0.11644648857657296,-2.990149345448899,0.8900777250283707,1.1234973889141262
Au,13.241969558431325,-0.11404561599048729,-2.928498988451921,0.89221725558028,1.120803250268479
Au,13.305328264452527,-0.11169424416002843,-2.868119727336373,0.8943176585481346,1.1181709210834925
Au,13.36868697047373,-0.10939135248759273,-2.8089853548778576,0.8963795484798572,1.1155988573097966
Au,13.432045676494933,-0.10713594141807319,-2.751070204187785,0.8984035344381761,1.1130855586241188
Au,13.495404382516135,-0.1049270320050085,-2.6943491375728135,0.9003902198583904,1.1106295669862738
Au,13.558763088537338,-0.102763665485678,-2.6387975356240063,0.902340202417337,1.1082294652516156
Au,13.62212179455854,-0.10064490286495734,-2.5843912865309435,0.9042540739131133,1.1058838758365235
Au,13.685480500579743,-0.09856982450775263,-2.5311067756161236,0.9061324201551163,1.10359145943461
Au,13.748839206600945,-0.09653752973984034,-2.478920875085202,0.90797582086397,1.101350913781455
Au,13.812197912622148,-0.09454713645693424,-2.4278109339884906,0.9097848495809316,1.0991609724657687
Au,13.87555661864335,-0.09259778074181471,-2.377754768389484,0.9115600735863694,1.0970204037849964
Au,13.938915324664553,-0.09068861648935042,-2.328730651736051,0.9133020538269229,1.0949280096434635
Au,14.002274030685756,-0.08881881503925224,-2.2807173054301733,0.915011344850968,1.0928826244912564
Au,14.065632736706958,-0.08698756481639884,-2.233693889592112,0.9166884947520144,1.09088311430212
Au,14.12899144272816,-0.08519407097857737,-2.1876399940149858,0.9183340451196835,1.0889283755887251
Au,14.192350148749362,-0.08343755507148755,-2.1425356293058564,0.9199485309979176,1.0870173344537506
Au,14.255708854770566,-0.08171725469085898,-2.0983612182094715,0.921532480850086,1.0851489456752843
Au,14.319067560791767,-0.08003242315153393,-2.055097587110869,0.9230864165306661,1.0833221918251232
Au,14.38242626681297,-0.07838232916337418,-2.0127259577132124,0.9246108532631833,1.0815360824186193
Au,14.445784972834172,-0.0767662565138487,-1.9712279388871758,0.9261062996241074,1.0797896530947744
Au,14.509143678855375,-0.07518350375716663,-1.930585518688406,0.9275732575324143,1.0780819648253548
Au,14.572502384876579,-0.07363338390981936,-1.8907810565395549,0.9290122222445265,1.076412103151845
Au,14.63586109089778,-0.07211522415239954,-1.8517972755734968,0.9304236823543628,1.0747791774491164
Au,14.699219796918984,-0.07062836553756836,-1.813617255134418,0.9318081197982307,1.0731823202147404
Au,14.762578502940185,-0.06917216270404392,-1.7762244234335234,0.9331660098643094,1.0716206863829179
Au,14.825937208961388,-0.06774598359648594,-1.7396025503561472,0.9344978212064763,1.0700934526620485
Au,14.88929591498259,-0.0663492091911569,-1.7037357404171942,0.9358040158622419,1.0685998168950028
Au,14.952654621003793,-0.06498123322723798,-1.6686084258617864,0.937085049274566,1.0671389974412022
Au,15.016013327024995,-0.0636414619436864,-1.6342053599082034,0.9383413703173343,1.0657102325796566
Au,15.079372033046198,-0.06232931382151672,-1.6005116101301013,0.9395734213242861,1.064312779932137
Au,15.142730739067401,-0.06104421933139637,-1.5675125519751918,0.9407816381211901,1.062945915905707
Au,15.206089445088605,-0.059785620686445655,-1.5351938624175627,0.9419664500610728,1.061608935153863
Pd,0.0,-0.8549245315333133,-21.953019447997658,0.42531528776374117,2.3511969326517392
Pd,0.06335870602120251,-0.8372978525666849,-21.500396073787083,0.43287864642140755,2.310116260681751
Pd,0.12671741204240503,-0.820034597270723,-21.057104806231223,0.4404164170364023,2.2705783919888387
Pd,0.19007611806360752,-0.8031272726420858,-20.62295323764728,0.4479259848332157,2.232511695815879
Pd,0.25343482408481005,-0.7865685401668157,-20.197752927379156,0.45540482051907266,2.195848517501846
Pd,0.3167935301060126,-0.7703512126351051,-19.781319320006038,0.4628504808244795,2.1605249242016376
Pd,0.38015223612721505,-0.7544682510217353,-19.37347166523732,0.47026060885586424,2.1264804688468004
Pd,0.4435109421484176,-0.7389127614308327,-18.9740329394591,0.4776329342693488,2.09365797090549
Pd,0.5068696481696201,-0.7236779921036193,-18.582829768898257,0.48496527327470385,2.062003312623912
Pd,0.5702283541908226,-0.7087573304878546,-18.19969235437068,0.49225552847851217,2.0314652495439707
Pd,0.6335870602120252,-0.6941443003677017,-17.824454397581047,0.4995016885755048,2.0019952341939677
Pd,0.6969457662332277,-0.6798325590527672,-17.45695302894214,0.5067018278969482,1.9735472519419797
Pd,0.7603044722544301,-0.6658158946250984,-17.097028736882358,0.5138541058248421,1.9460776680859506
Pd,0.8236631782756326,-0.65208822324294,-16.744525298610743,0.5209567660805476,1.9195450853312945
Pd,0.8870218842968352,-0.6386435865000832,-16.39928971230952,0.5280081358963002,1.8939102108767467
Pd,0.9503805903180377,-0.6254761488396581,-16.061172130724664,0.5350066250778827,1.8691357323928965
Pd,1.0137392963392402,-0.6125801950212478,-15.730025796125647,0.5419507249665285,1.845186202235934
Pd,1.0770980023604426,-0.5999501276402261,-15.405706976606213,0.5488390073079177,1.8220279292921422
Pd,1.1404567083816453,-0.5875804646982407,-15.088074903698498,0.5556701230358898,1.7996288778970606
Pd,1.2038154144028477,-0.5754658372237866,-14.776991711273375,0.5624428009782735,1.7779585733174472
Pd,1.2671741204240503,-0.5636009869418406,-14.472322375700575,0.5691558464919699,1.7569880133245872
Pd,1.3305328264452527,-0.5519807639915396,-14.173934657242544,0.5758081400341871,1.736689585424457
Pd,1.3938915324664554,-0.5406001246909186,-13.881699042656667,0.5823986356764496,1.7170369893440962
Pd,1.4572502384876578,-0.5294541293477323,-13.595488688980875,0.5889263595677553,1.6980051644045169
Pd,1.5206089445088602,-0.5185379401154147,-13.315179368478294,0.5953904083529762,1.679570221438891
Pd,1.5839676505300628,-0.5078468188932428,-13.040649414716997,0.6017899475523357,1.661709378940786
Pd,1.6473263565512652,-0.49737612526979535,-12.771779669761491,0.6081242099075297,1.644400903151115
Pd,1.7106850625724679,-0.4871213145088124,-12.508453432452995,0.614392493699785,1.6276240518144043
Pd,1.7740437685936703,-0.4770779355765817,-12.250556407756052,0.6205941610448938,1.611359021355117
Pd,1.837402474614873,-0.46724162920999746,-11.997976657149524,0.6267286361699889,1.5955868972433038
Pd,1.9007611806360754,-0.45760812602444983,-11.750604550040403,0.6327954036765777,1.5802896073358663
Pd,1.964119886657278,-0.44817324466072667,-11.508332716179364,0.6387940067940915,1.565449877995395
Pd,2.0274785926784804,-0.4389328899701221,-11.271055999057422,0.6447240456279589,1.5510511928029667
Pd,2.090837298699683,-0.42988305123696346,-11.03867141026342,0.6505851754059726,1.5370777536945697
Pd,2.1541960047208852,-0.4210198004377866,-10.811078084782585,0.6563771047264749,1.523514444363076
Pd,2.217554710742088,-0.4123392905364028,-10.588177237216733,0.6620995938116623,1.5103467957789674
Pd,2.2809134167632905,-0.40383775381411813,-10.369872118907109,0.6677524527690799,1.4975609536934442
Pd,2.344272122784493,-0.39551150023437937,-10.156067975941253,0.6733355398641642,1.4851436479971571
Pd,2.4076308288056953,-0.3873569158411378,-9.946672008025699,0.6788487598064761,1.4730821638166895
Pd,2.470989534826898,-0.3793704611902351,-9.741593328206594,0.6842920620520706,1.4613643142391235
Pd,2.5343482408481006,-0.37154866981313106,-9.54074292342083,0.689665439124247,1.4499784145626071
Pd,2.597706946869303,-0.363888146712305,-9.344033615860486,0.6949689249547417,1.4389132579778623
Pd,2.6610656528905055,-0.35638556688767964,-9.151380025133879,0.7002025932472414,1.428158092592068
Pd,2.724424358911708,-0.3490376738934263,-8.962698531206758,0.7053665558649247,1.417702599712562
Pd,2.7877830649329107,-0.3418412784245259,-8.777907238107575,0.7104609612435746,1.4075368733133808
Pd,2.851141770954113,-0.3347932569324719,-8.596925938381078,0.7154859928316449,1.3976514006128165
Pd,2.9145004769753156,-0.3278905502695148,-8.419676078274781,0.720441867558519,1.3880370436949563
Pd,2.977859182996518,-0.32113016236085806,-8.246080723643217,0.7253288343320519,1.3786850221126121
Pd,3.0412178890177204,-0.3145091589042325,-8.076064526555186,0.7301471725663529,1.3695868964131668
