L_support_nm,pzc_support_V,E_mix_with_V,i_mix_avg_with_A_per_m2,phi_RP_Au_mean_mV,phi_RP_Pd_mean_mV,relative_balance_with,E_mix_no_V,i_mix_avg_no_A_per_m2,relative_balance_no,max_abs_phi_tilde_with_edl
0.0,0.1,0.5918979952021434,0.039101202577877775,-185.15136095508916,-64.64462944917676,2.0225036336523547e-13,0.4670000000000001,0.11756035407872445,1.7950514385510672e-15,7.847215144114539
0.0,0.9,0.5918979952021434,0.039101202577877775,-185.15136095508916,-64.64462944917676,2.0225036336523547e-13,0.4670000000000001,0.11756035407872445,1.7950514385510672e-15,7.847215144114539
