L_support_nm,pzc_support_V,N_modes,gl_order,lambda_D_nm,E_mix_with_V,E_mix_no_V,i_mix_avg_with_A_per_m2,i_mix_avg_no_A_per_m2,i_mix_abs_with_A,i_mix_abs_no_A,phi_RP_Au_mean_mV,phi_RP_Pd_mean_mV,sigma_support_signed_mean_C_per_m2,sigma_support_signed_mean_uC_per_cm2,relative_balance_with,relative_balance_no,max_abs_phi_tilde_with_edl,debye_huckel_ok_with_edl,overlap_reference_L_support_nm,overlap_delta_phi_RP_Au_mean_vs_15nm_mV,overlap_delta_phi_RP_Pd_mean_vs_15nm_mV,overlap_active_RP_RMS_vs_15nm_mV
6.0,0.38,1920,128,3.0412178890177213,0.56360755428439,0.4670000000000002,0.026246293673644935,0.11756035407872475,1.0498517469457976e-12,4.7024141631489906e-12,-181.70183144770766,-18.788347210871283,0.029573112415505698,2.9573112415505696,8.04025457192411e-16,4.308123452522561e-15,8.003863006498307,False,15.0,-0.3214630304396451,-2.0253658437616977,1.4500767705566444
15.0,0.38,3840,128,3.0412178890177213,0.5624067917911199,0.4670000000000002,0.02587617265308588,0.11756035407872475,1.0350469061234353e-12,4.7024141631489906e-12,-181.38036841726802,-16.762981367109585,0.02363253663643661,2.363253663643661,1.3252295422278532e-15,4.308123452522561e-15,8.000432969497146,False,15.0,0.0,0.0,0.0
1.0,0.4,960,128,3.0412178890177213,0.5781415450910867,0.4670000000000001,0.03074403302339719,0.11756035407872445,1.2297613209358877e-12,4.7024141631489785e-12,-185.63394994632733,-42.2457838123282,0.04674546561956847,4.674546561956848,7.721994146412486e-16,1.7950514385510672e-15,7.998782784617285,False,15.0,-3.1906868049332218,-24.419907721092514,17.414252430033404
3.0,0.4,960,128,3.0412178890177213,0.5685444436393909,0.46699999999999964,0.027281533872567966,0.1175603540787235,1.0912613549027188e-12,4.7024141631489405e-12,-183.6481991419271,-26.12145956603018,0.03431637064831882,3.431637064831882,1.9337886543631791e-16,6.0134223191460756e-15,8.0205273269035,False,15.0,-1.2049360005329959,-8.295583474794494,5.927418323041826
6.0,0.4,1920,128,3.0412178890177213,0.5648084975883785,0.4670000000000002,0.02609123751932775,0.11756035407872475,1.0436495007731102e-12,4.7024141631489906e-12,-182.71653950494647,-19.803055268110104,0.02715114846214048,2.715114846214048,1.1121050257015848e-15,4.308123452522561e-15,8.017024734875985,False,15.0,-0.2732763635523554,-1.9771791768744187,1.4113676821335754
15.0,0.4,3840,128,3.0412178890177213,0.5636590523245315,0.4670000000000002,0.025717141689988943,0.11756035407872475,1.0286856675995578e-12,4.7024141631489906e-12,-182.4432631413941,-17.825876091235685,0.02145858801867599,2.145858801867599,5.12855601454084e-16,4.308123452522561e-15,8.014816442137212,False,15.0,0.0,0.0,0.0
1.0,0.42,960,128,3.0412178890177213,0.5787459359745026,0.4670000000000001,0.03067056298682659,0.11756035407872445,1.2268225194730638e-12,4.7024141631489785e-12,-186.10712083290997,-42.718954698910856,0.04346900178637993,4.346900178637993,1.032065580910069e-15,1.7950514385510672e-15,8.001733362100573,False,15.0,-2.5992056048732763,-23.828426521032586,16.949185529762982
3.0,0.42,960,128,3.0412178890177213,0.569576129835984,0.46699999999999964,0.027150565878488485,0.1175603540787235,1.0860226351395395e-12,4.7024141631489405e-12,-184.50932763905325,-26.982588063156285,0.0315817996068428,3.1581799606842798,2.0402726395513462e-15,6.0134223191460756e-15,8.030264417721899,False,15.0,-1.0014124110165596,-8.092059885278015,5.765598841571604
6.0,0.42,1920,128,3.0412178890177213,0.5660068532361194,0.4670000000000002,0.025943592267604784,0.11756035407872475,1.0377436907041914e-12,4.7024141631489906e-12,-183.73291459143465,-20.81943035459829,0.024728933187676567,2.4728933187676567,9.15082385642592e-16,4.308123452522561e-15,8.030252943385628,False,15.0,-0.22499936339795568,-1.928902176720019,1.3731875911332567
15.0,0.42,3840,128,3.0412178890177213,0.5649085770961582,0.4670000000000002,0.025565743126890143,0.11756035407872475,1.0226297250756057e-12,4.7024141631489906e-12,-183.5079152280367,-18.89052817787827,0.01928435850017363,1.928435850017363,1.2381424724769353e-15,4.308123452522561e-15,8.029270041106994,False,15.0,0.0,0.0,0.0
